,Movie Title,Gross Revenue (USD),Genre
2628,Le Chef,"$342,667","Documentary, Biography, History"
2629,Talvar,"$342,370",Drama
2630,Koch,"$342,212","Action, Drama, History"
2631,Venus in Fur,"$342,183","Crime, Drama, Sport"
2632,La princesse de Montpensier,"$340,917",Drama
2633,Carter High,"$340,214",Documentary
2634,Red Hook Summer,"$338,803","Comedy, Romance"
2635,Happy People: A Year in the Taiga,"$337,497",Drama
2636,Hasee Toh Phasee,"$336,985","Drama, Romance"
2637,Diane,"$336,102","Comedy, Drama, Romance"
2638,God's Own Country,"$335,609","Comedy, Drama, Romance"
2639,Casse-tête chinois,"$335,430","Animation, Drama"
2640,Starbuck,"$335,034","Comedy, Drama, Romance"
2641,The Prophet,"$335,030","Drama, Romance, Sci-Fi"
2642,This Is Not What I Expected,"$334,985","Drama, Music"
2643,I Origins,"$334,658","Documentary, Music, Sport"
2644,Shine,"$333,124","Biography, Drama, Romance"
2645,Ballet 422,"$332,843","Biography, Drama, Romance"
2646,Diana,"$331,634","Comedy, Drama"
2647,The First Grader,"$330,533","Drama, Family"
2648,Hichki,"$330,279","Comedy, Drama"
2649,Mooz-Lum,"$330,048",Horror
2650,Flower,"$327,628",Drama
2651,Creature,"$327,000","Comedy, Drama, Family"
2652,Nymphomaniac: Vol. II,"$326,983","Comedy, Drama, Romance"
2653,Three Words to Forever,"$326,969","Comedy, Drama, Romance"
2654,Student of the Year,"$326,508",Drama
2655,Gori Tere Pyaar Mein!,"$325,885","Drama, Romance, Thriller"
2656,Camp,"$324,977","Drama, War"
2657,L'inconnu du lac,"$324,891","Biography, Drama, Music"
2658,Yeonpyeong haejeon,"$324,719","Action, Comedy, Crime"
2659,Jimi: All Is by My Side,"$323,032",Documentary
2660,The Guest,"$322,600","Comedy, Drama"
2661,Suicide the Ripple Effect,"$322,588","Action, Comedy, Drama"
2662,Sword of Trust,"$322,421","Comedy, Drama"
2663,Super,"$322,157","Crime, Drama, Thriller"
2664,Taxi,"$321,642","Biography, Drama, Sport"
2665,In the Fade,"$321,011","Comedy, Romance"
2666,Chuck,"$320,725","Crime, Drama, Horror"
2667,The Bounce Back,"$320,676",Drama
2668,Compliance,"$318,622","Comedy, Drama, Romance"
2669,Not Today,"$317,903","Drama, Romance"
2670,Liberal Arts,"$317,190","Drama, Thriller, War"
2671,Adoration,"$317,125","Action, Adventure, Drama"
2672,Good Kill,"$316,842","Action, Adventure, Drama"
2673,AmeriGeddon,"$316,554","Comedy, Fantasy"
2674,David and Goliath,"$316,100","Comedy, Romance"
2675,Fantastica,"$315,692","Comedy, Music"
2676,Gianni e le donne,"$315,307","Animation, Drama, Family"
2677,Josh Groban Bridges Live from Madison Square Garden,"$315,173","Documentary, Action, History"
2678,City Of Rock,"$312,537","Comedy, Romance"
2679,The Breadwinner,"$312,381","Documentary, Drama, History"
2680,The Hornet's Nest,"$311,975","Comedy, Drama"
2681,Happy Ending,"$311,729","Documentary, Action, Comedy"
2682,A Film Unfinished,"$311,542","Drama, History"
2683,Elle s'en va,"$311,372","Animation, Adventure, Comedy"
2684,Benpao Ba! Xiongdi,"$310,978","Documentary, Crime"
2685,The Mill and the Cross,"$310,900","Drama, Mystery, Romance"
2686,Une vie de chat,"$309,973",Drama
2687,West of Memphis,"$309,864","Drama, Romance"
2688,The Face of Love,"$309,427","Action, Adventure, Fantasy"
2689,Yi jiu si er,"$308,871","Adventure, Comedy, Crime"
2690,Viaggio sola,"$306,387","Documentary, Biography, History"
2691,Shingeki no kyojin: Endo obu za wârudo,"$305,934",Documentary
2692,Damsel,"$305,136","Comedy, Crime, Drama"
2693,Citizen Jane: Battle for the City,"$305,048","Action, Crime, Thriller"
2694,Hitchcock/Truffaut,"$304,899",Documentary
2695,The Angels' Share,"$304,357","Comedy, Crime, Drama"
2696,Stolen,"$304,318","Drama, Romance, War"
2697,Obit.,"$304,191",Comedy
2698,Four Lions,"$304,137","Fantasy, Horror, Musical"
2699,In the Land of Blood and Honey,"$303,877",Documentary
2700,The Love Punch,"$303,586","Comedy, Drama, Fantasy"
2701,K-12,"$303,230","Biography, Crime, Drama"
2702,Elaine Stritch: Shoot Me,"$303,100","Drama, History"
2703,L'écume des jours,"$303,012",Documentary
2704,Holy Rollers,"$302,886","Documentary, Biography, Sport"
2705,Francofonia,"$302,762",Drama
2706,Being Elmo: A Puppeteer's Journey,"$302,652",Drama
2707,Linsanity,"$302,645","Biography, Comedy, Crime"
2708,Happy End,"$301,718",Documentary
2709,Mia madre,"$301,664","Biography, Drama"
2710,Stockholm,"$300,000","Mystery, Thriller"
2711,L'amour fou,"$298,781","Documentary, Biography"
2712,Christine,"$298,484","Action, Adventure"
2713,Coincidence,"$298,032","Action, Adventure, Comedy"
2714,Ask Dr. Ruth,"$297,195","Animation, Adventure, Comedy"
2715,Junglee,"$295,784","Fantasy, Horror, Mystery"
2716,Go Goa Gone,"$295,414","Action, Comedy"
2717,April and the Extraordinary World,"$294,313","Animation, Adventure, Comedy"
2718,Innocence,"$294,039","Animation, Comedy, Drama"
2719,Buddies in India,"$293,194",Drama
2720,Ernest & Celestine,"$292,562","Action, Drama, Family"
2721,My Life as a Zucchini,"$292,279","Crime, Drama, Thriller"
2722,Ixcanul,"$290,880","Animation, Adventure, Comedy"
2723,The Bravest,"$290,217","Action, Crime, Thriller"
2724,The Man in 3B,"$289,575","Animation, Action, Adventure"
2725,Son of Bigfoot,"$289,308","Documentary, Music"
2726,Line Walker 2: Invisible Spy,"$289,296","Documentary, Adventure, Biography"
2727,Saga of Tanya the Evil - The Movie,"$288,460","Documentary, Adventure, History"
2728,Something from Nothing: The Art of Rap,"$288,312","Comedy, Romance"
2729,Antarctica: A Year on Ice,"$287,761",Drama
2730,Above and Beyond,"$287,697","Action, Adventure"
2731,Gun dan ba! Zhong liu jun,"$286,639","Drama, History"
2732,Aquarius,"$285,930","Horror, Thriller"
2733,Golden Job,"$285,795",Comedy
2734,The Black Prince,"$285,000","Adventure, Drama, Thriller"
2735,But Deliver Us from Evil,"$284,900","Documentary, Crime"
2736,"I Love You, Hater","$283,154",Drama
2737,Theeb,"$283,024",Drama
2738,The Interrupters,"$282,448","Action, Drama, History"
2739,Things to Come,"$282,382","Drama, Fantasy, Horror"
2740,Dancing Arabs,"$281,059","Short, Drama"
2741,Kundo: Min-ran-eui si-dae,"$280,958","Drama, Fantasy"
2742,White God,"$280,494",Comedy
2743,Mara Crash,"$280,000","Mystery, Thriller"
2744,Blancanieves,"$279,735",Drama
2745,I Do... Until I Don't,"$279,263","Comedy, Drama, Fantasy"
2746,Kahaani 2,"$279,009","Documentary, Drama, Music"
2747,"Like Father, Like Son","$278,442","Biography, Drama, Thriller"
2748,The Tempest,"$277,943","Animation, Drama, Family"
2749,"20,000 Days on Earth","$277,770","Action, Crime, Drama"
2750,The People Vs. Fritz Bauer,"$277,636","Documentary, Biography, History"
2751,I Want to Eat Your Pancreas,"$277,019",Documentary
2752,Killerman,"$276,998","Crime, Drama"
2753,The Unknown Known,"$276,381","Crime, Drama, Romance"
2754,Science Fair,"$276,195","Action, Comedy, Romance"
2755,L'homme qu'on aimait trop,"$275,376","Documentary, Biography"
2756,Kings,"$274,635","Documentary, Crime, History"
2757,I'm Your Hero,"$274,579","Drama, Fantasy, Horror"
2758,Mike Wallace Is Here,"$274,367",Comedy
2759,The Central Park Five,"$273,747",Documentary
2760,The Endless,"$272,020","Action, Comedy"
2761,Wei ai zhi jian ru jia jing,"$271,451",Drama
2762,Countdown to Zero,"$271,323","Biography, Drama, Romance"
2763,Himmatwala,"$270,880","Drama, Mystery, Thriller"
2764,Once Upon A Time in Philly,"$270,485","Drama, Romance"
2765,The Last of Robin Hood,"$269,642","Comedy, Drama"
2766,Seven Sins Forgiven,"$268,662","Documentary, Comedy, Music"
2767,Trois souvenirs de ma jeunesse,"$268,548","Horror, Mystery, Thriller"
2768,After the Storm,"$267,773","Action, Drama, Sport"
2769,Conan O'Brien Can't Stop,"$267,473",Documentary
2770,Munger Road,"$266,190",Action
2771,Brothers,"$266,175","Documentary, History"
2772,The World Before Your Feet,"$265,331","Adventure, Fantasy, Horror"
2773,Opposite Blood,"$265,000","Action, Adventure, Drama"
2774,The Black Power Mixtape 1967-1975,"$264,324","Drama, Mystery, Thriller"
2775,Rare Exports,"$263,210","Comedy, Crime"
2776,Detective Dee: The Four Heavenly Kings,"$262,963","Action, Comedy, Crime"
2777,Karthik Calling Karthik,"$262,511","Adventure, Sci-Fi"
2778,Life of Crime,"$261,695",Drama
2779,Rascals,"$261,156",Documentary
2780,Star Raiders: The Adventures of Saber Raine,"$260,234",Drama
2781,What They Had,"$260,065","Documentary, Biography, History"
2782,Room 237,"$259,765","Animation, Action, Sci-Fi"
2783,Wakefield,"$259,412",Drama
2784,Phil Ochs: There But for Fortune,"$259,362","Drama, Romance"
2785,Mobile Suit Gundam Narrative,"$259,224","Documentary, History, Music"
2786,Divided We Unite,"$259,000",Drama
2787,Great Expectations,"$258,656","Crime, Drama, Thriller"
2788,Passione,"$258,222","Drama, Music"
2789,"I, Daniel Blake","$258,168","Drama, Mystery, Thriller"
2790,Blue Ruin,"$258,113","Documentary, Biography"
2791,The Music Never Stopped,"$258,077","Comedy, Drama"
2792,Three,"$258,066",Documentary
2793,The Green Prince,"$257,779","Horror, Musical"
2794,Back to Burgundy,"$257,610","Biography, Drama"
2795,The King,"$257,372",Documentary
2796,Alleluia! The Devil's Carnival,"$257,320","Documentary, Biography"
2797,Cézanne et moi,"$257,109","Drama, Music"
2798,Jean-Michel Basquiat: The Radiant Child,"$256,242","Comedy, Drama"
2799,I Am Eleven,"$256,099","Comedy, Drama"
2800,Her Smell,"$255,599","Biography, Drama, Horror"
2801,Boy,"$255,179","Drama, Thriller"
2802,Poulet aux prunes,"$253,705","Action, Drama, History"
2803,Lords of Chaos,"$253,184","Crime, Mystery, Thriller"
2804,Night Moves,"$252,903","Drama, Fantasy, Horror"
2805,The Fortress,"$252,895",Comedy
2806,London Fields,"$252,676","Drama, Thriller"
2807,Trollhunter,"$252,652",Comedy
2808,My 2 Mommies,"$252,220","Documentary, Biography, History"
2809,Canal Street,"$251,917","Action, History, War"
2810,Lola Versus,"$251,913","Drama, Thriller"
2811,Meeting Gorbachev,"$251,627",Drama
2812,War of the Arrows,"$251,200",Drama
2813,Tu seras mon fils,"$250,800","Crime, Drama"
2814,Gook,"$250,130",Drama
2815,The Jonas Project,"$250,000","Comedy, Drama, Romance"
2816,Tajja: Sineui son,"$249,672","Action, Crime, History"
2817,Batti Gul Meter Chalu,"$249,539","Crime, Drama"
2818,Dean,"$248,849","Drama, Mystery, Romance"
2819,The Attacks of 26/11,"$248,346","Documentary, Drama"
2820,Dheepan,"$247,597","Documentary, Biography, Crime"
2821,Gibsonburg,"$247,500","Drama, Romance"
2822,Life in a Day,"$247,215",Documentary
2823,The Galapagos Affair: Satan Came to Eden,"$247,159","Documentary, Comedy, Drama"
2824,Keep the Lights On,"$245,138",Action
2825,The Waiting Room,"$244,092",Drama
2826,"Life, Animated","$244,031","Adventure, Drama, Thriller"
2827,Veeram,"$243,955",Documentary
2828,La disparition des lucioles,"$243,799","Documentary, Biography, Music"
2829,Frozen,"$243,390","Action, Comedy, Crime"
2830,Mountain,"$243,077","Action, Crime"
2831,Oasis: Supersonic,"$242,867","Documentary, Biography, Family"
2832,No Problem,"$242,116",Drama
2833,The Swindlers,"$241,916","Comedy, Drama, Mystery"
2834,My Perestroika,"$241,875",Biography
2835,Shamitabh,"$241,720",Drama
2836,The Family Fang,"$240,067",Music
2837,Spirit of the Game,"$239,565","Biography, Crime, Drama"
2838,Luo man di ke xiao wang shi,"$239,256",Documentary
2839,311 Enlarged to Show Detail 3,"$238,791",Documentary
2840,Crown Heights,"$238,558","Comedy, Drama, Music"
2841,California Typewriter,"$238,000",Documentary
2842,Generation Wealth,"$237,709","Adventure, Drama, Romance"
2843,Band Aid,"$237,535",Drama
2844,Gerhard Richter Painting,"$237,491","Drama, Mystery"
2845,Monsters,"$237,301","Action, Drama, Thriller"
2846,Skate Kitchen,"$236,799","Drama, Romance"
2847,American Woman,"$236,637","Comedy, Fantasy, Music"
2848,Romeo Akbar Walter,"$236,299",Drama
2849,Hamari Adhuri Kahani,"$235,361","Drama, Romance"
2850,Miss Granny,"$234,573","Animation, Action, Adventure"
2851,Trishna,"$234,432","Drama, Mystery, Thriller"
2852,Love,"$234,159","Crime, Romance, Thriller"
2853,Kingsglaive: Final Fantasy XV,"$233,569","Drama, War"
2854,The Invitation,"$231,703","Documentary, Biography, Music"
2855,La chambre bleue,"$231,186",Sport
2856,Diplomacy,"$230,880",Documentary
2857,Matangi/Maya/M.I.A,"$230,808","Biography, Drama, Music"
2858, DAZN Boxing,"$230,703","Action, Drama"
2859,A Place at the Table,"$230,522",Documentary
2860,Gainsbourg: A Heroic Life,"$230,311","Animation, Action, Comedy"
2861,Jilla,"$230,221","Action, Adventure, Drama"
2862,El Bulli: Cooking in Progress,"$230,188","Action, Adventure, Biography"
2863,Mutafukaz,"$229,423","Comedy, Horror, Romance"
2864,Slow West,"$229,094","Crime, Drama, Family"
2865,Zhi qu wei hu shan,"$228,984","Documentary, Biography"
2866,The Love Witch,"$228,894","Drama, Thriller"
2867,Drushyam,"$227,856","Drama, Music, Thriller"
2868,Jeremiah Tower: The Last Magnificent,"$227,122","Documentary, Music"
2869,Mine 9,"$226,421","Drama, Music"
2870,American Satan,"$226,233","Comedy, Horror"
2871,Rumble: The Indians Who Rocked The World,"$226,006","Action, Drama"
2872,Celeste,"$225,000","Comedy, Drama"
2873,Tucker and Dale vs Evil,"$223,838",Comedy
2874,Singh Saab the Great,"$223,660","Comedy, Drama, Romance"
2875,Brittany Runs a Marathon,"$223,187","Comedy, Drama, Family"
2876,Dr. Cabbie,"$223,003","Comedy, Drama, Fantasy"
2877,Pyaar Ka Punchnama 2,"$222,856",Drama
2878,"Mary, Marry Me","$222,854",Drama
2879,En duva satt på en gren och funderade på tillvaron,"$222,284",Drama
2880,Swing Kids,"$222,001","Comedy, Drama, Fantasy"
2881,Like Someone in Love,"$221,390",Documentary
2882,Little Pink House,"$220,948",Documentary
2883,The Zero Theorem,"$219,438","Action, Thriller"
2884,Brooklyn Castle,"$219,407",Documentary
2885,Raise Hell: The Life & Times of Molly Ivins,"$219,373","Action, Adventure, Comedy"
2886,The Suspect,"$218,693","Comedy, Drama"
2887,The Summit,"$218,454","Drama, Mystery, Romance"
2888,Railroad Tigers,"$218,044","Action, Adventure, Crime"
2889,Getting Grace,"$217,812","Action, Crime, Drama"
2890,All I See Is You,"$217,644","Documentary, Crime, Drama"
2891,The Adventurers,"$216,556","Animation, Biography, Drama"
2892,"The Gangster, the Cop, the Devil","$216,494","Comedy, Drama, Romance"
2893,Into the Abyss,"$216,262",Documentary
2894,Miss Hokusai,"$216,202","Crime, Drama, Thriller"
2895,Happythankyoumoreplease,"$215,576","Documentary, Music"
2896,Art and Craft,"$215,300",Drama
2897,The Killer Inside Me,"$214,966","Comedy, Drama"
2898,Neil Young Journeys,"$214,588","Documentary, Biography, Music"
2899,Hamlet,"$214,578","Documentary, Family, History"
2900,Driving While Black,"$212,873","Action, Thriller"
2901,Supermensch: The Legend of Shep Gordon,"$212,701",Drama
2902,Big Sonia,"$212,471","Action, Thriller"
2903,Naam Hai Akira,"$212,285","Action, Adventure, Drama"
2904,Chocolate City,"$212,223","Biography, Comedy"
2905,Thaandavam,"$212,145",Documentary
2906,Tai ji 1: Cong ling kai shi,"$212,094",Documentary
2907,Les saveurs du Palais,"$212,072",Documentary
2908,Dark Money,"$210,996","Adventure, Drama"
2909,Have It All -The Movie,"$210,985",Comedy
2910,The House I Live In,"$210,752","Comedy, Romance"
2911,Le dernier loup,"$210,591",Comedy
2912,My Uncle Rafael,"$210,156","Comedy, Drama"
2913,"Faith, Hope & Love","$209,742","Drama, Musical"
2914,Fen shou da shi,"$208,959","Comedy, Romance"
2915,Truman,"$208,799","Action, Drama, Thriller"
2916,Ho Mann Jahaan,"$208,611","Action, Crime"
2917,Agent Mr. Chan,"$208,351","Crime, Drama, Thriller"
2918,Phantom,"$207,921","Crime, Drama"
2919,Bolshoi Ballet: Carmen Suite/Petrushka,"$207,523","Comedy, Drama"
2920,The Prison,"$207,167","Action, Biography, Drama"
2921,The Guilty,"$207,140","Comedy, Drama"
2922,Rob the Mob,"$206,909","Drama, History, Romance"
2923,Les petits mouchoirs,"$206,088","Documentary, Music"
2924,Ip Man 2,"$205,675","Drama, Family, Fantasy"
2925,Prince Avalanche,"$204,951",Drama
2926,The Iron Orchard,"$204,881","Comedy, Drama, Romance"
2927,Under the Electric Sky,"$204,150","Comedy, Crime, Thriller"
2928,Touchback,"$204,068","Comedy, Romance"
2929,Default,"$203,701",Action
2930,10 Years,"$203,373",Horror
2931,Ghanchakkar,"$203,044",Documentary
2932,Keep the Change,"$202,788",Comedy
2933,Vettai,"$202,581","Documentary, Comedy, Drama"
2934,"Filth to Ashes, Flesh to Dust","$202,531",Comedy
2935,Blink of an Eye,"$201,874",Drama
2936,Jimmy Vestvood: Amerikan Hero,"$201,638","Action, Adventure, Western"
2937,Heading Home: The Tale of Team Israel,"$201,325","Crime, Drama, Mystery"
2938,Tim and Eric's Billion Dollar Movie,"$200,803","Comedy, Drama, Mystery"
2939,Zama,"$200,600","Biography, Drama, Romance"
2940,Blackthorn,"$200,558","Documentary, Biography"
2941,Gemini,"$200,340",Drama
2942,The Double,"$200,268",Drama
2943,Gauguin: Voyage to Tahiti,"$200,140","Documentary, History"
2944,Cutie and the Boxer,"$200,036","Documentary, War"
2945,Any Day Now,"$200,002","Crime, Drama"
2946,Mindanao the Land of Promise,"$200,000","Comedy, Drama, Romance"
2947,Studio 54,"$199,767",Documentary
2948,No Place on Earth,"$199,659",Documentary
2949,White Girl,"$198,493","Drama, Mystery"
2950,A Royal Night Out,"$197,973","Action, Biography, Crime"
2951,Risk,"$197,621","Action, Biography, History"
2952,Hesburgh,"$197,560","Action, Family, Fantasy"
2953,Autumn Lights,"$197,000",Documentary
2954,Chasing the Dragon II: Wild Wild Bunch,"$196,634",Documentary
2955,Heneral Luna,"$195,580",Documentary
2956,The Nutcracker in 3D,"$195,459","Drama, Sport"
2957,Somewhere Between,"$193,082","Comedy, Drama, Romance"
2958,Aquarela,"$192,970",Drama
2959,Merchants of Doubt,"$192,400","Adventure, Comedy, Drama"
2960,Legendary,"$191,875","Animation, Action, Adventure"
2961,Gemma Bovery,"$191,512","Animation, Action, Adventure"
2962,Tou ze,"$191,456",Romance
2963,Crystal Fairy y el cactus mágico,"$190,704","Documentary, Drama"
2964,Digimon Adventure tri. 1: Saikai,"$190,581",Documentary
2965,Spark: A Space Tail,"$190,511","Biography, Drama, Fantasy"
2966,Peng ran xing dong,"$190,507","Action, Crime, Drama"
2967,Code Black,"$190,229",Documentary
2968,The Final Year,"$189,886",Documentary
2969,La Danza de la Realidad,"$189,500",Musical
2970,Easy Money,"$188,870","Documentary, Biography"
2971,Waste Land,"$187,716","Documentary, Biography"
2972,Client 9: The Rise and Fall of Eliot Spitzer,"$187,540","Drama, Horror"
2973,42nd Street: The Musical,"$187,440","Action, Adventure, Family"
2974,Owaranai hito: Miyazaki Hayao,"$187,320",Drama
2975, American Masters,"$187,179","Documentary, News"
2976,Maggie,"$187,112","Drama, History"
2977,The Monkey King 3,"$187,074","Biography, Crime, Drama"
2978,Shi gu,"$186,908","Comedy, Fantasy"
2979,The Connection,"$186,403","Action, Adventure, Comedy"
2980,Stonewall,"$186,354",Drama
2981,The Clan,"$186,255","Comedy, Drama"
2982,Goldbuster,"$186,135","Comedy, Drama"
2983,Joseon Myungtamjung: Nobui Ddal,"$185,367","Drama, Fantasy"
2984,Jane and Emma,"$184,795","Drama, Family"
2985,To Dust,"$184,495","Drama, Mystery, Thriller"
2986,The Other Side of Hope,"$183,943","Drama, War"
2987,Uncle Boonmee Who Can Recall His Past Lives,"$183,605","Documentary, Biography, History"
2988,Estiu 1993,"$183,570","Documentary, Biography, History"
2989,Madeline's Madeline,"$183,537",Documentary
2990,Amigo,"$183,490",Comedy
2991,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","$183,342","Comedy, Drama"
2992,Lambert & Stamp,"$182,851","Action, Drama, Thriller"
2993,Whose Streets?,"$182,799","Action, Fantasy"
2994,Rien à déclarer,"$182,295","Action, Crime, Drama"
2995,Karwaan,"$182,009",Drama
2996,Blackhats,"$182,000","Drama, Romance"
2997,League of Gods,"$181,633","Drama, Mystery, Romance"
2998,Twelve,"$181,591","Animation, Drama, Fantasy"
2999,Giant Little Ones,"$181,507","Drama, Music"
3000,Last Letter,"$180,946","Drama, Romance"
3001,Marjorie Prime,"$180,608","Drama, Musical"
3002,Puella Magi Madoka Magica the Movie Part 1: Beginnings,"$180,440","Action, Thriller"
3003,Vi är bäst!,"$180,222",Drama
3004,Sunrise in Heaven,"$179,000","Animation, Adventure, Family"
3005,Go for It!,"$178,739","Comedy, Drama, Romance"
3006,BuyBust,"$178,471","Animation, Action, Adventure"
3007,Daisy Winters,"$178,230","Documentary, History"
3008,Modest Heroes,"$178,027","Drama, Horror, Romance"
3009,Premam,"$178,000","Comedy, Drama, Romance"
3010,Hagane no renkinjutsushi: Mirosu no seinaru hoshi,"$177,802","Documentary, History"
3011,Monumental: In Search of America's National Treasure,"$177,729","Drama, War"
3012,The Bad Batch,"$177,680",Drama
3013,Tere Naal Love Ho Gaya,"$177,472","Action, Thriller"
3014,One Child Nation,"$177,377","Drama, Thriller"
3015,The Guardians,"$177,331","Adventure, Drama, Thriller"
3016,Viva,"$177,062",Documentary
3017,India's Most Wanted,"$176,858","Drama, History, Romance"
3018,The Wave,"$176,637","Documentary, Sport"
3019,The Hunter,"$176,432","Crime, Drama"
3020,"Iyengar: The Man, Yoga, and the Student's Journey","$176,387","Horror, Thriller"
3021,Serena,"$176,305",Documentary
3022,Take Every Wave: The Life of Laird Hamilton,"$176,076","Comedy, Romance, Sport"
3023,Graduation,"$175,975","Drama, Family, Sport"
3024,The Afflicted,"$175,742","Drama, Music, Romance"
3025,Casino Jack and the United States of Money,"$175,604","Animation, Action, Drama"
3026,Populaire,"$175,256","Comedy, Crime, Thriller"
3027,Champion,"$175,232","Action, Crime, Thriller"
3028,The Broken Circle Breakdown,"$175,058","Comedy, Drama"
3029,Evangelion Shin Gekijôban: Kyu,"$174,945",Documentary
3030,The Accidental Detective 2: In Action,"$174,742","Documentary, Short"
3031,Asura,"$174,501","Documentary, Biography"
3032,Afternoon Delight,"$174,496","Drama, Family, Fantasy"
3033,Always at The Carlyle,"$174,251",Documentary
3034,Age of Enlightenment,"$174,000",Comedy
3035,Mr. Gaga: A True Story of Love and Dance,"$173,994","Action, Crime, Horror"
3036,Yellow Day,"$173,819","Documentary, Biography, Drama"
3037,Anita,"$173,634","Comedy, Drama, Romance"
3038,A.C.O.D.,"$172,344",Drama
3039,Moh ging,"$172,343","Crime, Drama"
3040,Afternoon of a Faun: Tanaquil Le Clercq,"$172,120","Adventure, Drama, Fantasy"
3041,Mita Tova,"$171,963",Documentary
3042,Copperhead,"$171,740","Action, Adventure"
3043,Polisse,"$171,320","Drama, Fantasy, Horror"
3044,Purgatorio,"$171,060","Documentary, Biography"
3045,Somm,"$170,561","Drama, History, War"
3046,Long men fei jia,"$170,276","Comedy, Romance"
3047,Escape from Tomorrow,"$169,719","Animation, Action, Adventure"
3048,David Lynch: The Art Life,"$169,517","Crime, Thriller, Western"
3049,"Cinco de Mayo, La Batalla","$169,379","Documentary, Music"
3050,Vicky Donor,"$169,209",Documentary
3051,Fairy Tail: Dragon Cry,"$169,203","Drama, Romance, Thriller"
3052,Valley of Bones,"$168,738","Action, Drama, Romance"
3053,"Asbury Park: Riot, Redemption, Rock & Roll","$167,684","Documentary, History, Music"
3054,"Hieronymus Bosch, Touched by the Devil","$167,601","Drama, Mystery"
3055,Double Lover,"$167,581",Documentary
3056,Bellflower,"$167,242","Action, Horror"
3057,All Things Must Pass: The Rise and Fall of Tower Records,"$166,872","Drama, Music"
3058,Complete Unknown,"$166,827","Documentary, Adventure"
3059,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$166,616",Musical
3060,Rampant,"$166,540","Comedy, Romance"
3061,The Fits,"$166,425",Drama
3062,The River and the Wall,"$165,697","Action, Fantasy, Romance"
3063,Bright Ones,"$165,627","Drama, Mystery"
3064,De Mai tính,"$165,532",Drama
3065,Kis Uykusu,"$165,520",Documentary
3066,Zhong Kui fu mo: Xue yao mo ling,"$165,428",Documentary
3067,Maui,"$165,254","Drama, Mystery"
3068,"Polina, danser sa vie","$165,203","Comedy, Crime, Drama"
3069,Nureyev: Lifting the Curtain,"$165,202","Comedy, Drama, Music"
3070,Vaxxed: From Cover-Up to Catastrophe,"$164,982","Comedy, Crime, Romance"
3071,Napszállta,"$164,906","Documentary, Biography"
3072,Horns,"$164,480","Drama, Romance"
3073,Chance Pe Dance,"$164,188",Documentary
3074,The Last Godfather,"$163,591",Drama
3075,De Palma,"$163,359","Drama, Romance"
3076,Restless,"$163,141",Drama
3077,Keep on Keepin' On,"$162,530",Drama
3078,Time Out of Mind,"$162,270","Biography, Drama, War"
3079,Ssesibong,"$162,082","Action, Crime, Drama"
3080,Louder Than Bombs,"$161,789","Biography, Romance"
3081,The Samuel Project,"$161,565",Comedy
3082,13 Minutes,"$161,531",Drama
3083,On the Job,"$161,217","Drama, Thriller"
3084,Young Goethe in Love,"$160,392","Action, Crime, Drama"
3085,After the Ball,"$160,165",Documentary
3086,Sunset Song,"$159,257","Documentary, History"
3087,Them That Follow,"$159,218","Drama, Thriller"
3088,Wo shi zheng ren,"$158,978","Mystery, Thriller"
3089,We Steal Secrets: The Story of WikiLeaks,"$158,932","Comedy, Drama"
3090,The Last Resort,"$158,646",Documentary
3091,L'homme qui voulait vivre sa vie,"$158,411","Documentary, Musical"
3092,Geomeun sajedeul,"$158,334",Drama
3093,Queen of the Lot,"$158,233","Crime, Drama"
3094,Ex Libris: New York Public Library,"$158,192","Documentary, Adventure"
3095,Jig,"$157,504",Documentary
3096,Elles,"$157,427","Comedy, Fantasy"
3097,Il capitale umano,"$157,336",Comedy
3098,Free the Mind,"$157,007","Animation, Adventure, Comedy"
3099,Far From the Tree,"$156,785","Drama, War"
3100,Pastorela,"$156,784","Horror, Thriller"
3101,InAPPropriate Comedy,"$156,414",Documentary
3102,Hell and Back,"$156,166","Documentary, Biography, Music"
3103,Journey's End,"$156,164","Biography, Drama, History"
3104,Deadtime,"$156,072","Crime, Drama"
3105,Crazy Horse,"$155,677","Comedy, Romance"
3106,Linda Ronstadt: The Sound of My Voice,"$155,243","Drama, Romance"
3107,Experimenter,"$155,075","Animation, Adventure, Comedy"
3108,Money,"$155,024",Documentary
3109,A Good Old Fashioned Orgy,"$154,604","Documentary, Drama"
3110,3 coeurs,"$154,528",Drama
3111,Luis and the Aliens,"$154,170",Drama
3112,Magic Trip: Ken Kesey's Search for a Kool Place,"$153,943",Drama
3113,Citizen Koch,"$153,908",Drama
3114,Unforgivable,"$153,785","Action, Comedy, Crime"
3115,Bol,"$153,369",Sport
3116,Welcome to the Rileys,"$152,857",Drama
3117,Le Quattro Volte,"$152,530","Drama, Family, Fantasy"
3118,Alan Partridge: Alpha Papa,"$152,211","Drama, History"
3119,Snake & Mongoose,"$152,200","Crime, Drama"
3120,Play the Flute,"$152,158",Documentary
3121,"Buttons, A New Musical Film","$151,983","Drama, History"
3122,Peterloo,"$151,971","Crime, Drama"
3123,Rundskop,"$151,840","Crime, Drama, Mystery"
3124,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$151,389","Action, Drama"
