,Movie Title,Gross Revenue (USD),Genre
425,White House Down,"$73,103,784","Action, Drama, Thriller"
426,John Carter,"$73,078,100","Action, Adventure, Sci-Fi"
427,Dinner for Schmucks,"$73,026,337",Comedy
428,Justin Bieber: Never Say Never,"$73,013,910","Documentary, Music"
429,Hercules,"$72,688,614","Action, Adventure, Fantasy"
430,Storks,"$72,679,278","Animation, Adventure, Comedy"
431,Bridge of Spies,"$72,313,754","Drama, History, Thriller"
432,Dolphin Tale,"$72,286,779","Drama, Family"
433,A Bad Moms Christmas,"$72,110,659",Comedy
434,10 Cloverfield Lane,"$72,082,998","Drama, Horror, Mystery"
435,The Purge: Anarchy,"$71,962,800","Action, Horror, Sci-Fi"
436,Mama,"$71,628,180","Horror, Thriller"
437,Safe Haven,"$71,349,120","Drama, Romance, Thriller"
438,Paul Blart: Mall Cop 2,"$71,038,190","Action, Comedy, Crime"
439,The Smurfs 2,"$71,017,784","Animation, Adventure, Comedy"
440,No Strings Attached,"$70,662,220","Comedy, Romance"
441,The Best Man Holiday,"$70,525,195","Comedy, Drama"
442,The Big Short,"$70,259,870","Biography, Comedy, Drama"
443,Act of Valor,"$70,012,847","Action, Adventure, Thriller"
444,The First Purge,"$69,488,745","Action, Horror, Sci-Fi"
445,Game Night,"$69,179,066","Action, Comedy, Crime"
446,Good Boys,"$69,056,735","Adventure, Comedy"
447,Book Club,"$68,566,296","Comedy, Drama, Romance"
448,Percy Jackson: Sea of Monsters,"$68,559,554","Adventure, Family, Fantasy"
449,The House with a Clock in Its Walls,"$68,549,695","Comedy, Family, Fantasy"
450,Skyscraper,"$68,420,120","Action, Adventure, Thriller"
451,Mr. Popper's Penguins,"$68,224,452","Comedy, Family, Fantasy"
452,War Room,"$67,790,117",Drama
453,Insidious: The Last Key,"$67,745,330","Horror, Mystery, Thriller"
454,The Tourist,"$67,631,157","Action, Adventure, Crime"
455,This Is 40,"$67,544,505","Comedy, Romance"
456,Instant Family,"$67,363,237","Comedy, Drama"
457,A Good Day to Die Hard,"$67,349,198","Action, Thriller"
458,Lights Out,"$67,268,835","Drama, Horror, Mystery"
459,Hacksaw Ridge,"$67,209,615","Biography, Drama, History"
460,Angel Has Fallen,"$67,162,153","Action, Thriller"
461,The Bounty Hunter,"$67,061,228","Action, Comedy, Romance"
462,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$66,954,149","Comedy, Family"
463,Contraband,"$66,528,000","Action, Crime, Drama"
464,Looper,"$66,486,205","Action, Adventure, Crime"
465,Warm Bodies,"$66,380,662","Comedy, Horror, Romance"
466,Allegiant,"$66,184,051","Action, Adventure, Mystery"
467,Magic Mike XXL,"$66,013,057","Comedy, Drama, Music"
468,X-Men: Dark Phoenix,"$65,845,974","Action, Adventure, Sci-Fi"
469,Madea's Witness Protection,"$65,653,242","Comedy, Crime, Drama"
470,Battleship,"$65,422,625","Action, Adventure, Sci-Fi"
471,The Visit,"$65,206,105","Horror, Mystery, Thriller"
472,Jack the Giant Slayer,"$65,187,603","Adventure, Fantasy"
473,Think Like a Man Too,"$65,182,182","Comedy, Romance"
474,Now You See Me 2,"$65,075,540","Action, Adventure, Comedy"
475,Exodus: Gods and Kings,"$65,014,513","Action, Drama, Fantasy"
476,Pitch Perfect,"$65,001,093","Comedy, Music, Romance"
477,Mirror Mirror,"$64,935,167","Adventure, Comedy, Drama"
478,Chronicle,"$64,575,175","Drama, Sci-Fi, Thriller"
479,A Dog's Purpose,"$64,508,620","Adventure, Comedy, Drama"
480,The Purge,"$64,473,115","Horror, Thriller"
481,The Wedding Ringer,"$64,460,211",Comedy
482,The Nut Job,"$64,251,541","Animation, Adventure, Comedy"
483,Ice Age: Collision Course,"$64,063,008","Animation, Adventure, Comedy"
484,Happy Feet Two,"$64,006,466","Animation, Adventure, Comedy"
485,Diary of a Wimpy Kid,"$64,003,625","Comedy, Drama, Family"
486,Last Vegas,"$63,914,167","Comedy, Drama"
487,The Shape of Water,"$63,859,435","Adventure, Drama, Fantasy"
488,Unknown,"$63,686,397","Action, Mystery, Thriller"
489,Hope Springs,"$63,536,011","Comedy, Drama, Romance"
490,The Sorcerer's Apprentice,"$63,150,991","Action, Adventure, Family"
491,A Nightmare on Elm Street,"$63,075,011","Crime, Drama, Horror"
492,The Boss,"$63,034,755",Comedy
493,The Last Song,"$62,950,384","Drama, Music, Romance"
494,Scary Stories to Tell in the Dark,"$62,739,086","Adventure, Horror, Mystery"
495,London Has Fallen,"$62,678,608","Action, Thriller"
496,Black Mass,"$62,575,678","Biography, Crime, Drama"
497,The Adjustment Bureau,"$62,495,645","Romance, Sci-Fi, Thriller"
498,Underworld Awakening,"$62,321,039","Action, Drama, Fantasy"
499,Terminator: Dark Fate,"$62,253,077","Action, Adventure, Sci-Fi"
500,The Wolfman,"$61,979,680","Drama, Fantasy, Horror"
501,Ender's Game,"$61,737,191","Action, Adventure, Family"
502,A Beautiful Day in the Neighborhood,"$61,704,055","Biography, Drama"
503,Miracles from Heaven,"$61,693,523","Biography, Drama, Family"
504,Deepwater Horizon,"$61,433,527","Action, Drama, History"
505,Prisoners,"$61,002,302","Crime, Drama, Mystery"
506,Get Him to the Greek,"$60,974,475","Comedy, Music"
507,God's Not Dead,"$60,755,732",Drama
508,After Earth,"$60,522,097","Action, Adventure, Sci-Fi"
509,The Lucky One,"$60,457,138","Drama, Mystery, Romance"
510,Why Him?,"$60,323,786",Comedy
511,Blockers,"$60,311,495",Comedy
512,Resident Evil: Afterlife,"$60,128,566","Action, Adventure, Fantasy"
513,Why Did I Get Married Too?,"$60,095,852","Comedy, Drama, Romance"
514,Tooth Fairy,"$60,022,256","Comedy, Family, Fantasy"
515,Pacific Rim: Uprising,"$59,874,525","Action, Adventure, Sci-Fi"
516,Secretariat,"$59,713,955","Biography, Drama, Family"
517,Son of God,"$59,700,064","Biography, Drama, History"
518,My Big Fat Greek Wedding 2,"$59,689,605","Comedy, Romance"
519,The Dictator,"$59,650,222",Comedy
520,The Lego Ninjago Movie,"$59,281,555","Animation, Action, Adventure"
521,Planes: Fire & Rescue,"$59,165,787","Animation, Adventure, Comedy"
522,The Grand Budapest Hotel,"$59,100,318","Adventure, Comedy, Crime"
523,Vacation,"$58,884,188","Adventure, Comedy"
524,Total Recall,"$58,877,969","Action, Adventure, Sci-Fi"
525,Water for Elephants,"$58,709,717","Drama, Romance"
526,Jack Reacher: Never Go Back,"$58,697,076","Action, Thriller"
527,RoboCop,"$58,607,007","Action, Crime, Sci-Fi"
528,Easy A,"$58,401,464","Comedy, Drama, Romance"
529,Tomb Raider,"$58,250,803","Action, Adventure, Fantasy"
530,The Secret Life of Walter Mitty,"$58,236,838","Comedy, Drama, Fantasy"
531,Baywatch,"$58,060,186","Action, Comedy, Crime"
532,Maze Runner: The Death Cure,"$58,032,443","Action, Adventure, Sci-Fi"
533,The Lincoln Lawyer,"$58,009,200","Crime, Drama, Thriller"
534,Takers,"$57,744,720","Action, Crime, Thriller"
535,Fences,"$57,642,961",Drama
536,The Shack,"$57,386,418","Drama, Fantasy"
537,The Perfect Guy,"$57,017,904","Crime, Drama, Horror"
538,Escape from Planet Earth,"$57,012,977","Animation, Adventure, Comedy"
539,American Reunion,"$57,011,521",Comedy
540,Escape Room,"$57,005,601","Action, Adventure, Horror"
541,Midnight in Paris,"$56,816,662","Comedy, Fantasy, Romance"
542,12 Years a Slave,"$56,671,993","Biography, Drama, History"
543,Darkest Hour,"$56,468,410","Biography, Drama, Family"
544,Joy,"$56,451,232","Biography, Drama"
545,Dracula Untold,"$56,280,355","Action, Drama, Fantasy"
546,Me Before You,"$56,245,075","Drama, Romance"
547,Fantastic Four,"$56,117,548","Action, Adventure, Sci-Fi"
548,ParaNorman,"$56,003,051","Animation, Adventure, Comedy"
549,Friends with Benefits,"$55,802,754","Comedy, Romance"
550,Free Birds,"$55,750,480","Animation, Adventure, Comedy"
551,Hansel & Gretel: Witch Hunters,"$55,703,475","Action, Fantasy, Horror"
552,Happy Death Day,"$55,683,845","Horror, Mystery, Thriller"
553,Legend of the Guardians: The Owls of Ga'Hoole,"$55,675,313","Animation, Action, Adventure"
554,The BFG,"$55,483,770","Adventure, Family, Fantasy"
555,Neighbors 2: Sorority Rising,"$55,455,765",Comedy
556,The Shallows,"$55,124,043","Drama, Horror, Thriller"
557,I Am Number Four,"$55,100,437","Action, Adventure, Sci-Fi"
558,Dora and the Lost City of Gold,"$54,893,567","Adventure, Comedy, Family"
559,The Nutcracker and the Four Realms,"$54,858,851","Adventure, Family, Fantasy"
560,Office Christmas Party,"$54,767,494",Comedy
561,This Means War,"$54,760,791","Action, Comedy, Romance"
562,The Curse of La Llorona,"$54,733,739","Horror, Mystery, Thriller"
563,Project X,"$54,731,865",Comedy
564,Pet Sematary,"$54,724,696","Horror, Mystery, Thriller"
565,Source Code,"$54,712,227","Action, Drama, Mystery"
566,Assassin's Creed,"$54,647,948","Action, Adventure, Sci-Fi"
567,What Men Want,"$54,611,903","Comedy, Fantasy, Romance"
568,Tag,"$54,547,470",Comedy
569,New Year's Eve,"$54,544,638","Comedy, Romance"
570,"Three Billboards Outside Ebbing, Missouri","$54,513,740","Comedy, Crime, Drama"
571,Horrible Bosses 2,"$54,445,357","Comedy, Crime"
572,The Woman in Black,"$54,333,290","Drama, Fantasy, Horror"
573,The Hundred-Foot Journey,"$54,240,821","Comedy, Drama"
574,Evil Dead,"$54,239,856","Fantasy, Horror, Thriller"
575,The Hateful Eight,"$54,117,416","Crime, Drama, Mystery"
576,Barbershop: The Next Cut,"$54,030,051","Comedy, Drama"
577,Insidious,"$54,009,150","Horror, Mystery, Thriller"
578,Paranormal Activity 4,"$53,921,300","Horror, Mystery, Thriller"
579,Focus,"$53,862,963","Comedy, Crime, Drama"
580,A Simple Favor,"$53,548,586","Comedy, Crime, Drama"
581,Life as We Know It,"$53,374,681","Comedy, Drama, Romance"
582,Parasite,"$53,367,844","Comedy, Drama, Thriller"
583,Madea's Big Happy Family,"$53,345,287","Comedy, Drama"
584,RED 2,"$53,262,560","Action, Adventure, Comedy"
585,The Devil Inside,"$53,261,944",Horror
586,Letters to Juliet,"$53,032,453","Adventure, Comedy, Drama"
587,Life of the Party,"$52,856,061",Comedy
588,13 Hours,"$52,853,219","Action, Drama, History"
589,Diary of a Wimpy Kid: Rodrick Rules,"$52,698,535","Comedy, Family"
590,No Good Deed,"$52,543,632","Action, Crime, Drama"
591,Wall Street: Money Never Sleeps,"$52,474,616",Drama
592,Hubble 3D,"$52,451,081",Documentary
593,A Madea Christmas,"$52,440,051","Comedy, Drama, Romance"
594,Southpaw,"$52,421,953","Drama, Sport"
595,Insidious: Chapter 3,"$52,218,558","Horror, Mystery, Thriller"
596,Selma,"$52,076,908","Biography, Drama, History"
597,Predators,"$52,000,688","Action, Adventure, Sci-Fi"
598,Temptation: Confessions of a Marriage Counselor,"$51,975,354","Drama, Thriller"
599,The Call,"$51,872,378","Crime, Drama, Horror"
600,The Odd Life of Timothy Green,"$51,853,450","Comedy, Drama, Family"
601,Footloose,"$51,802,742","Comedy, Drama, Music"
602,Ghost Rider: Spirit of Vengeance,"$51,774,002","Action, Fantasy, Thriller"
603,Lion,"$51,739,495","Biography, Drama"
604,Atomic Blonde,"$51,687,870","Action, Thriller"
605,The Grey,"$51,580,136","Action, Adventure, Drama"
606,American Made,"$51,342,000","Action, Biography, Comedy"
607,Muppets Most Wanted,"$51,183,113","Adventure, Comedy, Crime"
608,The Predator,"$51,024,708","Action, Adventure, Sci-Fi"
609,Ouija,"$50,856,010","Horror, Mystery, Thriller"
610,The Boxtrolls,"$50,837,305","Animation, Adventure, Comedy"
611,The Dark Tower,"$50,701,325","Action, Adventure, Fantasy"
612,Jack Ryan: Shadow Recruit,"$50,577,412","Action, Drama, Thriller"
613,If I Stay,"$50,474,843","Drama, Fantasy, Music"
614,Overboard,"$50,316,123","Comedy, Romance"
615,Hot Tub Time Machine,"$50,287,556","Comedy, Sci-Fi"
616,The Book of Life,"$50,151,543","Animation, Adventure, Comedy"
617,Sicario: Day of the Soldado,"$50,072,235","Action, Adventure, Crime"
618,Red Tails,"$49,876,377","Action, Drama, History"
619,Pain & Gain,"$49,875,291","Action, Comedy, Crime"
620,The Doll Comes Home,"$49,328,077","Comedy, Horror, Mystery"
621,BlacKkKlansman,"$49,275,340","Biography, Crime, Drama"
622,The Possession,"$49,130,154","Horror, Mystery, Thriller"
623,Diary of a Wimpy Kid: Dog Days,"$49,008,662","Comedy, Family"
624,Lady Bird,"$48,958,273","Comedy, Drama"
625,I Feel Pretty,"$48,795,601","Comedy, Romance"
626,Isn't It Romantic,"$48,791,187","Comedy, Fantasy, Romance"
627,About Last Night,"$48,637,684","Comedy, Romance"
628,The Dilemma,"$48,475,290","Comedy, Drama"
629,The Huntsman: Winter's War,"$48,390,190","Action, Adventure, Drama"
630,Sinister,"$48,086,903","Horror, Mystery, Thriller"
631,Kick-Ass,"$48,071,303","Action, Comedy, Crime"
632,Kubo and the Two Strings,"$48,023,088","Animation, Action, Adventure"
633,Vice,"$47,836,282","Biography, Comedy, Drama"
634,Manchester by the Sea,"$47,695,120",Drama
635,Into the Storm,"$47,602,194","Action, Adventure, Drama"
636,Poltergeist,"$47,425,125","Horror, Thriller"
637,Jupiter Ascending,"$47,387,723","Action, Adventure, Sci-Fi"
638,Savages,"$47,382,068","Crime, Drama, Thriller"
639,Warcraft,"$47,365,290","Action, Adventure, Fantasy"
640,Boo 2! A Madea Halloween,"$47,319,572","Comedy, Drama, Horror"
641,The Judge,"$47,119,388","Crime, Drama"
642,Killers,"$47,059,963","Action, Comedy, Romance"
643,Jersey Boys,"$47,034,272","Biography, Drama, Music"
644,Sicario,"$46,889,293","Action, Crime, Drama"
645,Red Sparrow,"$46,874,505","Action, Drama, Thriller"
646,How to Be Single,"$46,843,513","Comedy, Drama, Romance"
647,Goosebumps 2: Haunted Halloween,"$46,700,633","Adventure, Comedy, Family"
648,Arthur Christmas,"$46,462,469","Animation, Adventure, Comedy"
649,The Best Exotic Marigold Hotel,"$46,412,041","Comedy, Drama, Romance"
650,Breaking In,"$46,383,120","Action, Crime, Drama"
651,Blended,"$46,294,610","Comedy, Romance"
652,Mike and Dave Need Wedding Dates,"$46,007,113","Comedy, Romance"
653,Gangster Squad,"$46,000,903","Action, Crime, Drama"
654,Snatched,"$45,825,314","Action, Adventure, Comedy"
655,Five Feet Apart,"$45,729,221","Drama, Romance"
656,Saw: The Final Chapter,"$45,710,178","Fantasy, Horror, Mystery"
657,The Great Wall,"$45,540,830","Action, Adventure, Fantasy"
658,Moonrise Kingdom,"$45,512,466","Comedy, Drama, Romance"
659,12 Strong,"$45,495,662","Action, Drama, History"
660,The Man from U.N.C.L.E.,"$45,445,109","Action, Adventure, Comedy"
661,Ma,"$45,373,120","Horror, Mystery, Thriller"
662,Here Comes the Boom,"$45,290,318","Action, Comedy, Sport"
663,Wonder Park,"$45,216,793","Animation, Adventure, Comedy"
664,The Giver,"$45,089,048","Drama, Romance, Sci-Fi"
665,Hall Pass,"$45,060,734","Comedy, Romance"
666,Spotlight,"$45,055,776","Biography, Crime, Drama"
667,Smurfs: The Lost Village,"$45,020,282","Animation, Adventure, Comedy"
668,Going in Style,"$45,003,463","Comedy, Crime"
669,Den of Thieves,"$44,947,622","Action, Crime, Drama"
670,First Man,"$44,936,545","Biography, Drama, History"
671,All Eyez on Me,"$44,922,302","Biography, Drama, Music"
672,xXx: Return of Xander Cage,"$44,898,413","Action, Adventure, Thriller"
673,Cop Out,"$44,875,481","Action, Comedy, Crime"
674,Red Dawn,"$44,806,783","Action, Adventure, Crime"
675,The Internship,"$44,672,764",Comedy
676,The Artist,"$44,671,682","Comedy, Drama, Romance"
677,"McFarland, USA","$44,469,602","Biography, Drama, Sport"
678,Instructions Not Included,"$44,467,206","Comedy, Drama"
679,The Three Stooges,"$44,338,224","Comedy, Family"
680,47 Meters Down,"$44,307,191","Adventure, Drama, Horror"
681,St. Vincent,"$44,134,898","Comedy, Drama"
682,Hereditary,"$44,069,456","Drama, Horror, Mystery"
683,Soul Surfer,"$43,853,424","Biography, Drama, Family"
684,The Gift,"$43,771,291","Drama, Mystery, Thriller"
685,Cats & Dogs: The Revenge of Kitty Galore,"$43,585,753","Action, Comedy, Family"
686,Need for Speed,"$43,577,636","Action, Crime, Thriller"
687,Tyler Perry's Acrimony,"$43,549,096","Drama, Romance, Thriller"
688,Everest,"$43,482,270","Action, Adventure, Biography"
689,Edge of Darkness,"$43,313,890","Crime, Drama, Mystery"
690,Sherlock Gnomes,"$43,242,871","Animation, Adventure, Comedy"
691,A Million Ways to Die in the West,"$43,139,300","Comedy, Western"
692,John Wick,"$43,037,835","Action, Crime, Thriller"
693,The Night Before,"$43,035,725","Comedy, Fantasy"
694,War Dogs,"$43,017,433","Biography, Comedy, Crime"
695,Snitch,"$42,930,462","Action, Drama, Thriller"
696,The Big Sick,"$42,872,467","Comedy, Drama, Romance"
697,Gulliver's Travels,"$42,779,261","Adventure, Comedy, Family"
698,Death at a Funeral,"$42,739,347",Comedy
699,Max,"$42,652,003","Adventure, Drama, Family"
700,Krampus,"$42,592,530","Comedy, Drama, Fantasy"
701,Final Destination 5,"$42,587,643","Horror, Thriller"
702,The Age of Adaline,"$42,478,175","Drama, Fantasy, Romance"
703,Uncle Drew,"$42,469,946","Comedy, Sport"
704,Widows,"$42,402,632","Crime, Drama, Thriller"
705,Step Up 3D,"$42,400,223","Drama, Music, Romance"
706,Resident Evil: Retribution,"$42,345,531","Action, Adventure, Fantasy"
707,Birdman or (The Unexpected Virtue of Ignorance),"$42,340,598","Comedy, Drama"
708,The Cabin in the Woods,"$42,073,277",Horror
709,Riddick,"$42,025,135","Action, Adventure, Sci-Fi"
710,Dolphin Tale 2,"$42,019,483","Drama, Family"
711,A Dog's Way Home,"$41,952,715","Adventure, Drama, Family"
712,Almost Christmas,"$41,715,860","Comedy, Drama"
713,Truth or Dare,"$41,411,015","Horror, Thriller"
714,Valerian and the City of a Thousand Planets,"$41,189,488","Action, Adventure, Family"
715,What to Expect When You're Expecting,"$41,152,203","Comedy, Drama, Romance"
716,The Last Exorcism,"$41,034,350","Horror, Mystery, Thriller"
717,Money Monster,"$41,012,075","Crime, Drama, Thriller"
718,End of Watch,"$41,003,371","Action, Crime, Drama"
719,Be Apart of a Legacy,"$41,000,000","Short, Family"
720,The Ides of March,"$40,962,534","Drama, Thriller"
721,The Star,"$40,852,824","Animation, Adventure, Comedy"
722,"Love, Simon","$40,826,341","Comedy, Drama, Romance"
723,Breakthrough,"$40,713,082","Biography, Drama"
724,Little,"$40,673,960","Comedy, Fantasy, Romance"
725,Ghost in the Shell,"$40,563,557","Action, Crime, Drama"
726,Paddington 2,"$40,442,052","Adventure, Comedy, Family"
727,Hanna,"$40,259,119","Action, Drama, Thriller"
728,Legion,"$40,168,080","Action, Adventure, Fantasy"
729,Allied,"$40,098,064","Action, Drama, Romance"
730,A Haunted House,"$40,041,683","Comedy, Fantasy"
731,Burlesque,"$39,440,655","Drama, Music, Musical"
732,The Expendables 3,"$39,322,544","Action, Adventure, Thriller"
733,Second Act,"$39,282,227","Comedy, Drama, Romance"
734,King Arthur: Legend of the Sword,"$39,175,066","Action, Adventure, Drama"
735,The Crazies,"$39,123,589","Horror, Thriller"
736,Something Borrowed,"$39,046,489","Comedy, Drama, Romance"
737,Crawl,"$39,014,193","Drama, Horror, Thriller"
738,Earth to Echo,"$38,916,903","Adventure, Family, Sci-Fi"
739,Nerve,"$38,562,379","Adventure, Crime, Drama"
740,Sex Tape,"$38,543,473","Comedy, Romance"
741,Spy Kids 4: All the Time in the World,"$38,538,188","Action, Adventure, Comedy"
742,Rock of Ages,"$38,518,613","Comedy, Drama, Musical"
743,The Angry Birds Movie 2,"$38,440,502","Animation, Adventure, Comedy"
744,47 Ronin,"$38,362,475","Action, Drama, Fantasy"
745,Brooklyn,"$38,317,535","Drama, Romance"
746,Scream 4,"$38,180,928","Horror, Mystery"
747,Jigsaw,"$38,052,832","Crime, Horror, Mystery"
748,"Big Mommas: Like Father, Like Son","$37,915,414","Action, Comedy, Crime"
749,Wild,"$37,880,356","Biography, Drama"
