,Movie Title,Gross Revenue (USD),Genre,Runtime (min),IMDB Rating
3288,Heneral Luna,"$195,580",Documentary,118.0,7.7
3289,The Nutcracker in 3D,"$195,459","Drama, Sport",110.0,4.3
3290,Somewhere Between,"$193,082","Comedy, Drama, Romance",88.0,7.8
3291,Aquarela,"$192,970",Drama,89.0,7.1
3292,Merchants of Doubt,"$192,400","Adventure, Comedy, Drama",96.0,7.7
3293,Legendary,"$191,875","Animation, Action, Adventure",107.0,6.2
3295,Gemma Bovery,"$191,512","Animation, Action, Adventure",99.0,6.4
3296,Spark: A Space Tail,"$190,511","Biography, Drama, Fantasy",91.0,4.5
3297,Code Black,"$190,229",Documentary,78.0,7.4
3298,The Final Year,"$189,886",Documentary,89.0,6.3
3299,Easy Money,"$188,870","Documentary, Biography",124.0,6.7
3302,Waste Land,"$187,716","Documentary, Biography",99.0,7.9
3304,Client 9: The Rise and Fall of Eliot Spitzer,"$187,540","Drama, Horror",117.0,7.4
3305,42nd Street: The Musical,"$187,440","Action, Adventure, Family",155.0,9.1
3306,Maggie,"$187,112","Drama, History",95.0,5.6
3308,The Monkey King 3,"$187,074","Biography, Crime, Drama",114.0,5.5
3309,The Connection,"$186,403","Action, Adventure, Comedy",135.0,7.1
3311,Stonewall,"$186,354",Drama,129.0,5.1
3312,The Clan,"$186,255","Comedy, Drama",108.0,7.0
3313,Goldbuster,"$186,135","Comedy, Drama",89.0,4.3
3314,Jane and Emma,"$184,795","Drama, Family",90.0,7.0
3315,To Dust,"$184,495","Drama, Mystery, Thriller",105.0,5.6
3316,The Other Side of Hope,"$183,943","Drama, War",100.0,7.2
3317,Uncle Boonmee Who Can Recall His Past Lives,"$183,605","Documentary, Biography, History",114.0,6.7
3318,Madeline's Madeline,"$183,537",Documentary,93.0,6.4
3319,Amigo,"$183,490",Comedy,124.0,5.9
3320,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby","$183,342","Comedy, Drama",104.0,6.7
3321,Lambert & Stamp,"$182,851","Action, Drama, Thriller",117.0,6.6
3322,Whose Streets?,"$182,799","Action, Fantasy",90.0,5.0
3323,Karwaan,"$182,009",Drama,114.0,7.5
3324,Blackhats,"$182,000","Drama, Romance",104.0,6.2
3325,League of Gods,"$181,633","Drama, Mystery, Romance",109.0,4.6
3326,Twelve,"$181,591","Animation, Drama, Fantasy",93.0,5.7
3329,Giant Little Ones,"$181,507","Drama, Music",93.0,7.2
3330,Last Letter,"$180,946","Drama, Romance",114.0,6.4
3331,Marjorie Prime,"$180,608","Drama, Musical",99.0,6.3
3332,Puella Magi Madoka Magica the Movie Part 1: Beginnings,"$180,440","Action, Thriller",130.0,7.7
3333,Sunrise in Heaven,"$179,000","Animation, Adventure, Family",85.0,7.1
3334,Go for It!,"$178,739","Comedy, Drama, Romance",105.0,3.9
3335,BuyBust,"$178,471","Animation, Action, Adventure",127.0,5.8
3336,Daisy Winters,"$178,230","Documentary, History",90.0,6.8
3337,Modest Heroes,"$178,027","Drama, Horror, Romance",53.0,7.0
3338,Monumental: In Search of America's National Treasure,"$177,729","Drama, War",84.0,5.0
3339,The Bad Batch,"$177,680",Drama,118.0,5.3
3340,Tere Naal Love Ho Gaya,"$177,472","Action, Thriller",130.0,5.8
3341,One Child Nation,"$177,377","Drama, Thriller",85.0,7.5
3342,The Guardians,"$177,331","Adventure, Drama, Thriller",88.0,7.8
3345,Viva,"$177,062",Documentary,100.0,7.2
3346,India's Most Wanted,"$176,858","Drama, History, Romance",123.0,3.6
3347,The Wave,"$176,637","Documentary, Sport",105.0,6.7
3348,The Hunter,"$176,432","Crime, Drama",90.0,6.3
3351,Serena,"$176,305",Documentary,109.0,5.4
3353,Take Every Wave: The Life of Laird Hamilton,"$176,076","Comedy, Romance, Sport",118.0,7.2
3354,Graduation,"$175,975","Drama, Family, Sport",128.0,7.4
3355,The Afflicted,"$175,742","Drama, Music, Romance",85.0,4.6
3356,Casino Jack and the United States of Money,"$175,604","Animation, Action, Drama",118.0,7.1
3357,Populaire,"$175,256","Comedy, Crime, Thriller",111.0,6.9
3358,Champion,"$175,232","Action, Crime, Thriller",116.0,5.8
3364,The Broken Circle Breakdown,"$175,058","Comedy, Drama",111.0,7.8
3365,The Accidental Detective 2: In Action,"$174,742","Documentary, Short",116.0,6.5
3366,Asura,"$174,501","Documentary, Biography",76.0,6.7
3369,Afternoon Delight,"$174,496","Drama, Family, Fantasy",98.0,5.8
3370,Always at The Carlyle,"$174,251",Documentary,92.0,6.2
3371,Yellow Day,"$173,819","Documentary, Biography, Drama",98.0,6.3
3372,Anita,"$173,634","Comedy, Drama, Romance",55.0,9.2
3374,A.C.O.D.,"$172,344",Drama,88.0,5.7
3375,Afternoon of a Faun: Tanaquil Le Clercq,"$172,120","Adventure, Drama, Fantasy",91.0,7.2
3376,Copperhead,"$171,740","Action, Adventure",120.0,5.6
3377,Polisse,"$171,320","Drama, Fantasy, Horror",127.0,7.3
3378,Purgatorio,"$171,060","Documentary, Biography",100.0,8.4
3380,Somm,"$170,561","Drama, History, War",94.0,7.0
3381,Escape from Tomorrow,"$169,719","Animation, Action, Adventure",90.0,5.2
3382,David Lynch: The Art Life,"$169,517","Crime, Thriller, Western",88.0,7.2
3383,"Cinco de Mayo, La Batalla","$169,379","Documentary, Music",125.0,6.2
3384,Vicky Donor,"$169,209",Documentary,126.0,7.8
3385,Valley of Bones,"$168,738","Action, Drama, Romance",90.0,4.2
3386,"Asbury Park: Riot, Redemption, Rock & Roll","$167,684","Documentary, History, Music",,6.9
3387,"Hieronymus Bosch, Touched by the Devil","$167,601","Drama, Mystery",86.0,6.5
3388,Double Lover,"$167,581",Documentary,107.0,6.2
3389,Bellflower,"$167,242","Action, Horror",106.0,6.4
3390,All Things Must Pass: The Rise and Fall of Tower Records,"$166,872","Drama, Music",94.0,7.3
3391,Complete Unknown,"$166,827","Documentary, Adventure",91.0,5.4
3392,Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,"$166,616",Musical,78.0,6.5
3393,Rampant,"$166,540","Comedy, Romance",121.0,6.3
3394,The Fits,"$166,425",Drama,72.0,6.7
3395,The River and the Wall,"$165,697","Action, Fantasy, Romance",97.0,7.6
3396,Bright Ones,"$165,627","Drama, Mystery",82.0,8.0
3397,Vaxxed: From Cover-Up to Catastrophe,"$164,982","Comedy, Crime, Romance",91.0,5.4
3398,Horns,"$164,480","Drama, Romance",120.0,6.5
3399,Chance Pe Dance,"$164,188",Documentary,122.0,4.7
3400,The Last Godfather,"$163,591",Drama,100.0,3.7
3401,De Palma,"$163,359","Drama, Romance",110.0,7.4
3402,Restless,"$163,141",Drama,91.0,6.8
3404,Keep on Keepin' On,"$162,530",Drama,84.0,7.7
3405,Time Out of Mind,"$162,270","Biography, Drama, War",120.0,5.7
3406,Louder Than Bombs,"$161,789","Biography, Romance",109.0,6.6
3407,The Samuel Project,"$161,565",Comedy,92.0,8.2
3408,On the Job,"$161,217","Drama, Thriller",118.0,7.0
3409,Young Goethe in Love,"$160,392","Action, Crime, Drama",102.0,6.7
3410,After the Ball,"$160,165",Documentary,101.0,5.9
3411,Sunset Song,"$159,257","Documentary, History",135.0,6.4
3412,Them That Follow,"$159,218","Drama, Thriller",98.0,6.0
3413,We Steal Secrets: The Story of WikiLeaks,"$158,932","Comedy, Drama",130.0,6.9
3414,The Last Resort,"$158,646",Documentary,118.0,6.8
3416,Queen of the Lot,"$158,233","Crime, Drama",120.0,5.6
3417,Jig,"$157,504",Documentary,99.0,6.7
3418,Elles,"$157,427","Comedy, Fantasy",99.0,5.6
3419,Free the Mind,"$157,007","Animation, Adventure, Comedy",80.0,6.4
3420,Pastorela,"$156,784","Horror, Thriller",88.0,6.2
3421,InAPPropriate Comedy,"$156,414",Documentary,83.0,2.9
3422,Hell and Back,"$156,166","Documentary, Biography, Music",86.0,5.4
3423,Journey's End,"$156,164","Biography, Drama, History",107.0,6.7
3424,Deadtime,"$156,072","Crime, Drama",97.0,2.2
3426,Crazy Horse,"$155,677","Comedy, Romance",134.0,6.4
3427,Linda Ronstadt: The Sound of My Voice,"$155,243","Drama, Romance",,9.4
3428,Experimenter,"$155,075","Animation, Adventure, Comedy",98.0,6.6
3429,A Good Old Fashioned Orgy,"$154,604","Documentary, Drama",95.0,6.2
3430,Luis and the Aliens,"$154,170",Drama,86.0,6.0
3431,Magic Trip: Ken Kesey's Search for a Kool Place,"$153,943",Drama,107.0,6.8
3432,Citizen Koch,"$153,908",Drama,90.0,6.6
3433,Unforgivable,"$153,785","Action, Comedy, Crime",111.0,5.8
3434,Bol,"$153,369",Sport,165.0,8.3
3435,Welcome to the Rileys,"$152,857",Drama,110.0,7.0
3436,Le Quattro Volte,"$152,530","Drama, Family, Fantasy",88.0,7.2
3437,Snake & Mongoose,"$152,200","Crime, Drama",102.0,5.7
3438,Play the Flute,"$152,158",Documentary,103.0,8.6
3439,Peterloo,"$151,971","Crime, Drama",154.0,6.4
3440,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,"$151,389","Action, Drama",88.0,7.1
3441,Beginning of the Great Revival,"$151,305","Horror, Mystery, Sci-Fi",140.0,2.5
3442,The Unknown Girl,"$150,549","Documentary, News",113.0,6.5
3443,Blade of the Immortal,"$150,532",Drama,140.0,6.8
3444,The Void,"$150,372","Crime, Drama, Western",90.0,5.8
3446,Revenge of the Electric Car,"$150,307","Drama, Romance",90.0,7.2
3447,Alive Inside,"$150,200",Documentary,78.0,8.2
3448,Little Woods,"$150,010","Drama, Thriller",105.0,5.9
3449,Samba,"$149,805",Drama,118.0,6.7
3450,Jinn,"$149,337","Documentary, Biography, Music",97.0,4.2
3452,Michael Moore in TrumpLand,"$149,090","Crime, Drama",73.0,5.6
3453,Gun Hill Road,"$148,994","Biography, Drama",86.0,6.6
3454,Chavela,"$148,666","Drama, War",93.0,7.8
3455,Bad Reputation,"$148,568","Crime, Drama, Thriller",93.0,7.4
3456,Museo,"$148,505","Documentary, Biography",128.0,7.0
3457,Trial by Fire,"$148,504","Drama, Romance",127.0,6.1
3459,Dogman,"$148,225","Documentary, Biography",91.0,3.6
3461,Eames: The Architect & The Painter,"$147,591","Horror, Thriller",85.0,7.2
3462,One Great Love,"$147,511","Comedy, Drama",115.0,6.5
3463,Thelma,"$147,391","Comedy, Romance",111.0,6.8
3465,Halston,"$146,512","Drama, Romance",105.0,6.6
3466,Deadly Renovations,"$146,146","Documentary, History, Music",85.0,2.9
3467,A Coffee in Berlin,"$146,135",Drama,86.0,7.4
3468,Touched with Fire,"$146,070",Drama,106.0,6.2
3469,Hecho en México,"$145,936","Adventure, Drama",98.0,7.0
3470,I Wish,"$145,697","Biography, Crime, Drama",128.0,7.4
3472,Framing John DeLorean,"$145,625","Drama, Family",109.0,7.6
3473,Mother of George,"$145,400",Documentary,107.0,6.4
3474,Kicks,"$145,368",Musical,80.0,6.3
3475,Resolution Song,"$145,000",Documentary,93.0,6.4
3476,The Last Dalai Lama?,"$144,934",Thriller,82.0,7.4
3477,Tangerines,"$144,501",Drama,87.0,8.2
3478,Narco Cultura,"$144,405","Biography, Drama, Music",103.0,7.2
3479,From Beneath,"$144,123","Documentary, Music",82.0,4.4
3480,Hampstead,"$143,819","Comedy, Drama",102.0,5.9
3481,Manifesto,"$143,656","Comedy, Drama",84.0,6.2
3484,Desert Dancer,"$143,653","Comedy, Drama, Mystery",104.0,6.2
3485,Thunder Soul,"$143,568","Comedy, Fantasy, Horror",83.0,7.6
3486,This Must Be the Place,"$142,242",Drama,118.0,6.7
3487,Cold Weather,"$141,358",Drama,96.0,6.2
3488,John Dies at the End,"$141,307","Drama, Romance",99.0,6.4
3489,Krisha,"$140,779","Drama, Romance",83.0,7.2
3490,Luv Shuv Tey Chicken Khurana,"$140,035","Comedy, Drama",140.0,6.6
3491,Midnight's Children,"$139,644","Action, Comedy, Drama",146.0,6.2
3492,To Love Some Buddy,"$139,525",Comedy,102.0,8.2
3493,A Brilliant Young Mind,"$139,511","Crime, Drama",111.0,7.2
3494,Give Me Liberty,"$139,295","Crime, Drama",119.0,8.1
3495,Rangeelay,"$139,074","Animation, Action, Crime",129.0,5.0
3496,High School,"$139,034","Documentary, History",99.0,5.8
3497,LUV,"$138,634","Comedy, Drama, Musical",94.0,6.0
3498,Who Will Write Our History,"$138,039","Animation, Drama, Sci-Fi",95.0,7.9
3499,Rafiki,"$137,968","Comedy, Drama",83.0,6.4
3500,The Last Five Years,"$137,945","Documentary, Comedy, Music",94.0,5.9
3501,Ingrid Bergman: In Her Own Words,"$137,927","Action, Adventure, Comedy",114.0,7.4
3502,The Congress,"$137,815","Documentary, Biography, History",122.0,6.5
3503,Listen Up Philip,"$137,600",Documentary,108.0,6.3
3504,Mistaken for Strangers,"$137,460","Action, Drama, History",75.0,7.3
3505,The Weathered Underground,"$137,405","Comedy, Drama, Romance",310.0,6.2
3506,Good Ol' Freda,"$136,742",Drama,86.0,7.3
3507,We Are Triathletes,"$136,236","Drama, Horror",104.0,7.9
3508,The Kind Words,"$135,382",Comedy,118.0,6.8
3509,Ghost Stories,"$135,095","Biography, Comedy, Drama",98.0,6.4
3510,Tumbledown,"$135,026","Animation, Adventure, Drama",105.0,6.2
3512,Labios rojos,"$134,906","Biography, Drama",93.0,5.1
3513,Love Ranch,"$134,904","Documentary, Drama, Family",117.0,5.6
3514,Okko's Inn,"$134,787",Drama,94.0,6.9
3515,Restless Creature: Wendy Whelan,"$134,717","Documentary, Sport",90.0,7.1
3516,Palau the Movie,"$134,696",Documentary,120.0,8.4
3517,Dancing in Jaffa,"$134,484",Horror,90.0,6.6
3518,The Other Dream Team,"$133,778","Documentary, Animation, Biography",89.0,8.4
3519,Björk: Biophilia Live,"$132,949",Drama,97.0,8.0
3520,Is the Man Who Is Tall Happy?,"$132,409","Documentary, History, News",88.0,7.1
3521,Dawson City: Frozen Time,"$132,369","Family, Sport",120.0,7.6
3522,Redwood Highway,"$132,297",Drama,90.0,6.4
3523,Manglehorn,"$132,075",Documentary,97.0,5.6
3524,How to Survive a Plague,"$132,055","Animation, Family",110.0,7.6
3525,The Rocket,"$132,000","Crime, Thriller",96.0,7.3
3527,The Death and Life of John F. Donovan,"$131,955",Comedy,123.0,6.3
3528,Kumaré,"$131,417",Romance,84.0,7.5
3529,Peppa Celebrates Chinese New Year,"$131,225",Biography,81.0,3.3
3530,Raja Natwarlal,"$131,105",Drama,141.0,6.1
3531,The New Girlfriend,"$130,265","Comedy, Drama",108.0,6.6
3532,Requiem for the American Dream,"$130,152",Drama,73.0,8.1
3533,Bangalore Days,"$130,000","Animation, Adventure, Family",171.0,8.3
3534,Tomboy,"$129,834","Comedy, Drama",82.0,7.3
3535,Mississippi Grind,"$129,747","Action, Crime, Thriller",108.0,6.4
3536,Moka,"$129,547","Fantasy, Horror, Mystery",89.0,6.2
3537,Support the Girls,"$129,124","Comedy, Horror",93.0,6.5
3538,Kung Fu Jungle,"$129,115",Thriller,100.0,6.5
3539,Tigers Are Not Afraid,"$129,078",Documentary,83.0,7.2
3540,DOTGA: Da One That Ghost Away,"$128,630","Action, Crime, Drama",120.0,5.5
3541,The Loneliest Planet,"$128,519","Documentary, War",113.0,5.5
3542,Eating Animals,"$128,503","Crime, Thriller",94.0,7.2
3543,The Other Story,"$128,442","Comedy, Family, Sci-Fi",112.0,7.0
3544,I Saw the Devil,"$128,392","Documentary, History",142.0,7.8
3545,City of Ghosts,"$128,015","Action, Crime, Drama",92.0,7.4
3546,Cop Car,"$128,002","Action, Crime, Drama",88.0,6.3
3547,Stonewall Uprising,"$127,940","Action, Adventure, Drama",80.0,7.2
3548,Game,"$127,759","Documentary, Biography, Music",135.0,5.1
3552,Gore Vidal: The United States of Amnesia,"$127,743","Drama, Mystery, Sci-Fi",83.0,7.7
3553,A Band Called Death,"$125,856","Comedy, Drama",96.0,7.5
3554,Europa Report,"$125,687",Drama,90.0,6.4
3555,The Young Karl Marx,"$125,659","Comedy, Romance",118.0,6.6
3556,BPM (Beats Per Minute),"$125,189","Documentary, News",143.0,7.5
3557,Lost & Found,"$125,173","Comedy, Drama, Romance",75.0,7.4
3562,"Turn Me On, Dammit!","$124,443","Documentary, Biography, Comedy",76.0,6.3
3563,Fukrey,"$124,221","Comedy, Romance, Sci-Fi",139.0,6.9
3564,The Thousand Faces of Dunjia,"$124,187","Biography, Drama",113.0,5.4
3565,An Honest Liar,"$124,031","Crime, Drama, Thriller",90.0,7.5
3566,The Masked Saint,"$123,777",Horror,105.0,4.6
3567,Mary Magdalene,"$123,161","Action, Drama, History",120.0,5.8
3568,The Human Centipede II (Full Sequence),"$122,890","Documentary, Music",91.0,3.8
3569,Make Your Move,"$122,293",Comedy,110.0,5.7
3570,Centurion,"$122,288","Documentary, History, Music",97.0,6.4
3571,God Bless America,"$122,029","Documentary, Biography, Music",105.0,7.2
3572,Sigur Rós: Inni,"$122,009","Horror, Mystery, Thriller",74.0,7.9
3573,Family,"$121,545","Short, Drama",79.0,3.9
3576,A Tuba to Cuba,"$121,512",Documentary,82.0,8.0
3577,The Punk Singer,"$121,418",Drama,81.0,7.4
3578,Afflicted,"$121,179","Documentary, Music",85.0,6.3
3580,Blood Brother,"$121,160",Comedy,92.0,8.3
3583,Boulevard,"$121,150",Documentary,88.0,5.8
3584,Miss Sharon Jones!,"$120,770","Documentary, Action, Biography",93.0,7.2
3585,Becoming Astrid,"$120,486","Crime, Drama, Thriller",123.0,7.2
3586,Lost and Found in Armenia,"$120,480",Comedy,100.0,6.5
3587,Hockney,"$120,391","Crime, Drama, Horror",112.0,6.7
3588,Spark: A Burning Man Story,"$120,059",Drama,90.0,6.2
3589,Trust,"$120,016",Horror,106.0,6.9
3592,Lola's Love Shack,"$120,000",Drama,93.0,5.9
3593,The Road,"$120,000","Crime, Drama, History",110.0,5.6
3597,Down by the River,"$120,000",Comedy,116.0,6.4
3598,Sweet Bean,"$119,949",Documentary,113.0,7.4
3599,Bel Ami,"$119,919",Drama,102.0,5.4
3600,Avant qu'on explose,"$119,894","Drama, Musical, Romance",108.0,6.9
3601,Cowgirls 'n Angels,"$119,782","Drama, Romance",92.0,6.2
3602,The Last Mountain,"$119,697","Comedy, Drama",95.0,7.8
3603,The Forgiveness of Blood,"$119,683",Drama,109.0,6.9
3604,Beloved,"$119,608",Documentary,107.0,6.4
3608,A Journey Through Time with Antony,"$119,376","Drama, Sci-Fi, Thriller",122.0,5.4
3609,Digging for Fire,"$119,364",Drama,85.0,5.8
3610,Seasons,"$119,091","Adventure, Drama",96.0,7.2
3611,Z for Zachariah,"$118,483","Documentary, Biography",98.0,6.0
3612,Remember the Goal,"$118,467",Documentary,88.0,5.6
3613,Explosion,"$118,384","Animation, Action, Crime",106.0,5.8
3614,The Great Buster,"$118,344","Documentary, Western",102.0,7.5
3615,Buena Vista Social Club: Adios,"$118,253","Documentary, Music",110.0,6.9
3616,"Ruben Brandt, Collector","$117,963","Action, Comedy, Crime",96.0,7.5
3617,The Reports on Sarah and Saleem,"$117,479",Musical,127.0,7.4
3618,Bisbee '17,"$117,470","Documentary, Adventure",112.0,6.8
3619,Ryuichi Sakamoto: Coda,"$117,460","Drama, Horror",100.0,7.7
3620,Wild Target,"$117,190","Comedy, Mystery, Romance",98.0,6.8
3621,George Takei's Allegiance,"$117,162","Comedy, Drama, Romance",130.0,8.9
3622,Storm Surfers 3D,"$117,090","Drama, Romance",95.0,6.5
3623,Slaughter Creek,"$116,487",Documentary,94.0,3.1
3624,Kaboom,"$116,478","Documentary, Music",86.0,5.7
3625,5 to 7,"$116,400",Drama,95.0,7.1
3626,Yossi,"$116,207","Sci-Fi, Thriller",84.0,7.0
3627,Blank City,"$116,037",Horror,94.0,7.1
3628,Don't Think I've Forgotten: Cambodia's Lost Rock & Roll,"$115,871","Action, Drama, Thriller",105.0,7.7
3629,Just 45 Minutes from Broadway,"$115,771",Drama,112.0,5.0
3630,Gonjiam: Haunted Asylum,"$115,252",Documentary,95.0,6.1
3631,Caged No More,"$114,903","Documentary, Biography, History",99.0,5.5
3632,Nostalgia,"$114,603","Crime, Drama, Thriller",114.0,5.4
3633,Fire at Sea,"$114,535","Comedy, Drama, Music",114.0,6.8
3634,Beware of Mr. Baker,"$114,271",Comedy,100.0,7.7
3635,Eva Hesse,"$114,105","Drama, Romance",108.0,6.8
3636,An Act of War,"$114,000","Biography, Drama, History",99.0,5.1
3637,Bodied,"$113,956","Comedy, Fantasy",120.0,7.2
3638,"We Love You, Sally Carmichael!","$113,324","Drama, Mystery, Thriller",84.0,6.1
3639,Love After Love,"$113,074","Biography, Drama, History",91.0,5.5
3640,The Liberator,"$113,067",Documentary,119.0,6.9
3642,Slack Bay,"$112,621",Drama,122.0,6.0
3643,The King's Choice,"$112,443","Animation, Comedy, Family",133.0,7.2
3644,"Hale County This Morning, This Evening","$112,282","Biography, Crime, Drama",76.0,6.4
3645,The Measure of a Man,"$112,061","Drama, Mystery, Romance",,7.3
3647,Marwencol,"$112,036","Comedy, Drama",83.0,7.6
3648,Monster Family,"$112,014","Comedy, Drama, Family",93.0,4.8
3649,Victor,"$111,594","Documentary, War",105.0,6.8
3650,The Obama Effect,"$110,251","Animation, Adventure, Comedy",85.0,2.0
3651,Kaptaan,"$109,993","Action, Crime, Thriller",142.0,6.5
3652,Five Broken Cameras,"$109,983",Documentary,94.0,7.9
3653,Memories of the Sword,"$109,972",Documentary,120.0,6.3
3654,The Negotiation,"$109,856","Animation, Adventure, Drama",114.0,6.5
3656,Follow Me: The Yoni Netanyahu Story,"$109,762","Documentary, Biography, History",87.0,6.7
3657,Spinning Plates,"$109,757",Drama,93.0,7.2
3658,Ignatius of Loyola,"$109,653","Drama, History, War",118.0,5.6
3659,Nas: Time Is Illmatic,"$109,300","Documentary, Drama",74.0,7.1
3660,Beyond the Hills,"$109,248",Drama,152.0,7.6
3661,The Look of Silence,"$109,089","Comedy, Drama",103.0,8.3
3662,The Overnighters,"$108,814",Drama,102.0,7.5
3663,In Between,"$107,977","Animation, Comedy, Drama",45.0,7.2
3665,Against the Wild 2: Survive the Serengeti,"$107,953","Drama, History",91.0,4.8
3666,The Perfect Family,"$107,721",Action,84.0,5.7
3667,The Artist and the Model,"$107,300","Drama, Romance",105.0,6.7
3668,The Trouble with Terkel,"$107,284","Crime, Drama, History",87.0,7.1
3669,Augustine,"$107,114","Comedy, Drama, Romance",102.0,6.0
3670,Take Point,"$107,018","Comedy, Drama",119.0,5.6
3671,The Beauty Inside,"$107,004","Documentary, Drama, Family",127.0,7.4
3672,Escobar: Paradise Lost,"$106,869","Short, Drama, Sci-Fi",120.0,6.5
3673,Hello I Must Be Going,"$106,709",Documentary,95.0,6.2
3674,Bonobos: Back to the Wild,"$106,411","Adventure, Family",84.0,6.8
3675,The Brink,"$106,057","Documentary, Biography",101.0,5.6
3677,Road Hard,"$105,943","Documentary, Music",98.0,6.1
