,Movie Title,Gross Revenue (USD),Genre,Runtime (min),IMDB Rating
2792,23 Blast,"$485,128","Comedy, Sport",98.0,6.5
2793,The Russian Five,"$485,049",Documentary,102.0,8.4
2794,Los Domirriqueños 2,"$484,453","Action, Thriller",107.0,5.7
2795,Deli Man,"$484,000","Documentary, History",92.0,7.0
2796,Thoongaavanam,"$483,339","Comedy, Drama",128.0,7.1
2797,The Black Panthers: Vanguard of the Revolution,"$482,396","Action, Adventure",115.0,7.3
2798,We Have a Pope,"$480,926","Action, Comedy, Mystery",102.0,6.7
2799,Beach Rats,"$472,368","Comedy, Drama, Fantasy",98.0,6.4
2800,The Great Battle,"$472,166",Reality-TV,136.0,7.0
2801,The Flat,"$467,022","Biography, Drama",97.0,6.9
2802,Submarine,"$466,702","Documentary, History, War",97.0,7.3
2803,The Happy Prince,"$466,440","Action, Comedy, Crime",105.0,6.3
2804,Last Days in Vietnam,"$466,114",Comedy,98.0,7.6
2805,Thank You,"$462,609","Documentary, Biography",125.0,4.7
2807,Final Portrait,"$461,972","Drama, Family",90.0,6.3
2808,Scotty and the Secret History of Hollywood,"$461,689","Comedy, Drama",98.0,6.6
2809,Our Little Sister,"$461,263","Action, Adventure, Drama",127.0,7.5
2810,"Men, Women & Children","$461,162","Comedy, Drama, Fantasy",119.0,6.7
2811,Phillauri,"$459,391","Action, Biography, Crime",138.0,6.1
2812,Chasing the Dragon,"$456,854","Documentary, History, Music",128.0,6.8
2813,Weekend,"$455,459",Comedy,97.0,7.6
2816,Pearl Jam Twenty,"$454,784","Comedy, Drama, Romance",109.0,8.3
2817,The Extra Man,"$453,079","Animation, Short, Action",108.0,5.9
2818,Tel Aviv on Fire,"$453,006","Action, Adventure, Drama",100.0,7.2
2819,Bachelorette,"$447,954","Comedy, Romance",87.0,5.3
2820,Condorito: The Movie,"$447,719","Drama, Romance",88.0,5.3
2821,The Boy and the Beast,"$446,142","Drama, Sci-Fi",119.0,7.7
2822,Wiener-Dog,"$445,392",Drama,88.0,5.9
2823,Upstream Color,"$444,098","Drama, Music, Romance",96.0,6.7
2824,Brotherly Love,"$444,044","Action, Adventure, Comedy",89.0,6.7
2826,Song to Song,"$443,684",Drama,129.0,5.7
2827,Circumstance,"$441,404","Biography, Crime, Drama",107.0,5.9
2828,Teen Spirit,"$441,366","Comedy, Drama, Romance",84.0,8.2
2830,No One Killed Jessica,"$440,525","Documentary, Music",136.0,7.2
2831,Laggies,"$440,338","Comedy, Drama",99.0,6.4
2832,Gimme Danger,"$439,748","Action, Thriller",108.0,7.2
2833,I Am Not Madame Bovary,"$436,596","Drama, History, War",128.0,6.9
2834,Baaghi,"$436,055","Comedy, Drama, Romance",133.0,5.2
2835,Land of Mine,"$435,266","Drama, Romance",100.0,7.8
2836,Shaandaar,"$433,541","Drama, Fantasy, Horror",144.0,3.7
2837,The Lighthouse,"$427,797","Action, Comedy, Thriller",102.0,5.1
2839,Break Ke Baad,"$427,628","Comedy, Romance",118.0,5.2
2840,Jack Em Popoy: The Puliscredibles,"$427,001","Action, Comedy",115.0,6.5
2841,Exit,"$426,226","Comedy, Romance",90.0,5.5
2845,Listen to Me Marlon,"$426,130",Documentary,103.0,8.2
2846,De De Pyaar De,"$425,934","Biography, Drama, Romance",135.0,7.0
2847,I Want Your Money,"$425,899",Documentary,92.0,5.1
2848,Saint Laurent,"$425,249","Documentary, Music",150.0,6.1
2849,Hail Satan?,"$424,284","Documentary, History",95.0,6.8
2850,Sound City,"$422,417","Crime, Drama, Thriller",107.0,7.8
2851,She's Beautiful When She's Angry,"$420,593","Documentary, War",92.0,7.9
2852,In Secret,"$420,266","Comedy, Drama, Family",107.0,6.2
2853,The Cold Blue,"$420,177","Drama, Thriller",72.0,8.1
2854,Ferrari Ki Sawaari,"$420,046","Action, Comedy",140.0,6.4
2855,Voiceless,"$418,940",Documentary,43.0,9.4
2857,A Gentleman,"$418,870","Drama, Romance",145.0,6.3
2858,Heart of a Dog,"$418,571","Crime, Drama, Romance",75.0,7.1
2859,The German Doctor,"$414,912","Action, Drama, Thriller",93.0,6.8
2860,Cold in July,"$414,623","Drama, Thriller",109.0,6.8
2861,Ek Villain,"$414,116","Drama, War",129.0,6.5
2862,A Bag of Marbles,"$411,318","Documentary, Biography, Music",110.0,7.3
2863,Janis: Little Girl Blue,"$410,465","Comedy, Drama, Music",103.0,7.4
2864,Project Nim,"$410,077",Drama,93.0,7.4
2865,I'm Still Here,"$408,719","Biography, Drama, History",108.0,6.2
2868,"Love, Kennedy","$407,871","Animation, Adventure, Comedy",92.0,6.4
2869,The Invisibles,"$407,373","Documentary, Biography, Music",110.0,7.2
2871,Chasing Trane: The John Coltrane Documentary,"$406,284","Drama, Mystery, Sci-Fi",99.0,7.3
2872,The Hunting Ground,"$405,917","Comedy, Thriller",103.0,7.4
2873,Sound of My Voice,"$405,614",Drama,85.0,6.6
2874,The Oath,"$401,463",Documentary,90.0,7.3
2880,We the Animals,"$400,961",Documentary,94.0,6.9
2881,The Gospel According to André,"$400,713",Short,93.0,6.1
2882,The 5th Quarter,"$399,611","Biography, Crime, Drama",90.0,5.7
2883,Mia and the White Lion,"$399,471","Adventure, Drama, Thriller",98.0,6.5
2884,Official Secrets,"$395,511","Adventure, Comedy, Drama",112.0,6.9
2885,The Nightingale,"$392,573","Action, Comedy",100.0,7.0
2887,The Man Who Killed Don Quixote,"$391,963","Biography, Drama, Sport",132.0,6.5
2888,Soorma,"$390,077","Crime, Drama, Romance",131.0,7.4
2889,Tiny Furniture,"$389,804","Action, Drama, Thriller",98.0,6.2
2890,Ain't Them Bodies Saints,"$387,606",Musical,96.0,6.4
2891,Freetown,"$387,130",Short,113.0,4.7
2892,Dirty Wars,"$384,473","Documentary, Biography, Sport",87.0,7.5
2893,Hesher,"$382,946",Thriller,106.0,7.0
2894,The Armstrong Lie,"$381,703","Comedy, Drama, Romance",124.0,7.3
2895,The Wedding Guest,"$380,311","Drama, Sport, Thriller",97.0,5.5
2896,At Any Price,"$379,791","Biography, Drama",105.0,5.7
2897,Tom of Finland,"$378,296","Drama, Romance",117.0,6.8
2898,Rebel in the Rye,"$378,294","Animation, Action, Adventure",106.0,6.7
2899,Piranha 3DD,"$376,512","Action, Adventure, Comedy",83.0,3.7
2900,Smashed,"$375,981","Comedy, Drama",81.0,6.8
2901,The Second Mother,"$375,723","Drama, Romance",112.0,7.8
2902,Lootera,"$375,442","Documentary, Biography, Music",136.0,7.3
2903,Oh Lucy!,"$375,391","Crime, Drama",95.0,6.8
2904,Grace Jones: Bloodlight and Bami,"$374,494","Drama, History",115.0,6.1
2905,Joe,"$373,375","Drama, Thriller",117.0,6.9
2906,Miral,"$371,352","Action, Crime, Drama",112.0,6.3
2907,The Hummingbird Project,"$370,949","Documentary, Comedy, History",111.0,6.5
2908,Hava Nagila: The Movie,"$369,753","Documentary, Comedy",75.0,5.8
2909,Shootout at Wadala,"$369,310","Action, Crime, Thriller",155.0,5.9
2910,When Comedy Went to School,"$367,913","Documentary, Biography, Family",83.0,6.2
2911,Believer,"$365,639","Comedy, Drama, Romance",123.0,6.3
2913,Glen Campbell: I'll Be Me,"$365,522","Comedy, Drama, Romance",116.0,8.0
2914,Katti Batti,"$364,932","Action, Adventure, Comedy",135.0,4.9
2915,The Oranges,"$364,875","Comedy, Drama, Romance",90.0,5.9
2916,Kung Fu Yoga,"$362,657",Comedy,107.0,5.2
2917,Grand Masti,"$362,560",Documentary,137.0,4.4
2918,Kusama: Infinity,"$360,931",Documentary,76.0,7.2
2919,I Will Follow,"$360,000","Documentary, Biography",80.0,5.9
2920,Rosenwald,"$359,187","Action, Drama, History",95.0,8.0
2921,Walking with the Enemy,"$357,000",Documentary,124.0,6.3
2922,Lovelace,"$356,582",Comedy,93.0,6.2
2923,Detropia,"$356,172","Crime, Drama, Romance",90.0,6.5
2924,Omar,"$356,000",Drama,96.0,7.5
2925,The Lady,"$355,391","Documentary, Biography, Music",132.0,7.1
2927,Shi,"$355,044","Drama, Mystery, Thriller",89.0,4.0
2928,Eat That Question: Frank Zappa in His Own Words,"$354,981","Drama, Romance",93.0,7.4
2929,The Tomorrow Man,"$354,103","Action, Comedy",94.0,5.7
2930,Branded,"$353,468","Animation, Crime, Drama",106.0,4.7
2932,Khiladi 786,"$352,684","Animation, Fantasy",141.0,4.4
2933,Chico & Rita,"$350,524","Horror, Sci-Fi, Thriller",94.0,7.2
2934,Aftermath,"$350,000","Comedy, Romance",84.0,5.1
2940,Pearl Jam: Let's Play Two,"$348,833","Biography, Drama",120.0,8.4
2941,Maps to the Stars,"$347,648","Drama, Romance",111.0,6.2
2942,Noble,"$347,321","Action, Drama",100.0,6.8
2943,OK Jaanu,"$345,872","Drama, Romance",135.0,5.2
2944,Singham,"$345,125","Biography, Drama, Romance",143.0,6.8
2945,Photograph,"$344,534","Drama, Sci-Fi",110.0,6.9
2946,Effie Gray,"$343,257","Comedy, Drama, Romance",104.0,5.9
2947,High-Rise,"$343,139",Documentary,119.0,5.6
2948,Drinking Buddies,"$342,936","Fantasy, Romance",90.0,6.1
2949,Reservation,"$342,801","Crime, Drama, Mystery",78.0,4.9
2950,Le Chef,"$342,667","Documentary, Biography, History",84.0,6.7
2951,Talvar,"$342,370",Drama,132.0,8.2
2952,Koch,"$342,212","Action, Drama, History",100.0,6.3
2953,Venus in Fur,"$342,183","Crime, Drama, Sport",96.0,7.2
2954,Carter High,"$340,214",Documentary,110.0,5.1
2955,Red Hook Summer,"$338,803","Comedy, Romance",121.0,5.0
2956,Happy People: A Year in the Taiga,"$337,497",Drama,90.0,7.8
2957,Diane,"$336,102","Comedy, Drama, Romance",82.0,4.6
2959,God's Own Country,"$335,609","Comedy, Drama, Romance",133.0,6.2
2961,Starbuck,"$335,034","Comedy, Drama, Romance",109.0,7.3
2962,The Prophet,"$335,030","Drama, Romance, Sci-Fi",85.0,7.1
2965,This Is Not What I Expected,"$334,985","Drama, Music",106.0,6.7
2966,I Origins,"$334,658","Documentary, Music, Sport",106.0,7.4
2967,Shine,"$333,124","Biography, Drama, Romance",95.0,4.9
2968,Ballet 422,"$332,843","Biography, Drama, Romance",75.0,6.2
2969,Diana,"$331,634","Comedy, Drama",113.0,5.5
2971,The First Grader,"$330,533","Drama, Family",103.0,7.5
2972,Mooz-Lum,"$330,048",Horror,94.0,6.8
2973,Flower,"$327,628",Drama,90.0,6.0
2974,Creature,"$327,000","Comedy, Drama, Family",93.0,3.7
2976,Nymphomaniac: Vol. II,"$326,983","Comedy, Drama, Romance",124.0,6.7
2977,Three Words to Forever,"$326,969","Comedy, Drama, Romance",106.0,7.8
2978,Student of the Year,"$326,508",Drama,146.0,5.4
2979,Gori Tere Pyaar Mein!,"$325,885","Drama, Romance, Thriller",150.0,5.0
2980,Camp,"$324,977","Drama, War",109.0,6.9
2982,Jimi: All Is by My Side,"$323,032",Documentary,118.0,5.7
2983,The Guest,"$322,600","Comedy, Drama",100.0,5.1
2989,Suicide the Ripple Effect,"$322,588","Action, Comedy, Drama",93.0,7.2
2990,Sword of Trust,"$322,421","Comedy, Drama",88.0,6.6
2991,Super,"$322,157","Crime, Drama, Thriller",96.0,6.8
2993,Taxi,"$321,642","Biography, Drama, Sport",94.0,5.9
2996,In the Fade,"$321,011","Comedy, Romance",106.0,7.1
2997,Chuck,"$320,725","Crime, Drama, Horror",98.0,6.5
2998,The Bounce Back,"$320,676",Drama,104.0,5.0
2999,Compliance,"$318,622","Comedy, Drama, Romance",90.0,6.4
3000,Not Today,"$317,903","Drama, Romance",103.0,5.6
3001,Liberal Arts,"$317,190","Drama, Thriller, War",97.0,6.7
3002,Good Kill,"$316,842","Action, Adventure, Drama",102.0,6.4
3003,AmeriGeddon,"$316,554","Comedy, Fantasy",90.0,3.7
3004,David and Goliath,"$316,100","Comedy, Romance",,4.3
3007,Fantastica,"$315,692","Comedy, Music",115.0,4.7
3008,The Breadwinner,"$312,381","Documentary, Drama, History",94.0,7.7
3009,The Hornet's Nest,"$311,975","Comedy, Drama",93.0,6.6
3010,Happy Ending,"$311,729","Documentary, Action, Comedy",135.0,5.4
3013,A Film Unfinished,"$311,542","Drama, History",88.0,7.3
3014,The Mill and the Cross,"$310,900","Drama, Mystery, Romance",92.0,7.0
3015,West of Memphis,"$309,864","Drama, Romance",147.0,7.9
3016,The Face of Love,"$309,427","Action, Adventure, Fantasy",92.0,6.2
3017,Damsel,"$305,136","Comedy, Crime, Drama",66.0,6.0
3019,Citizen Jane: Battle for the City,"$305,048","Action, Crime, Thriller",92.0,7.1
3020,Hitchcock/Truffaut,"$304,899",Documentary,79.0,7.4
3021,The Angels' Share,"$304,357","Comedy, Crime, Drama",101.0,7.0
3022,Stolen,"$304,318","Drama, Romance, War",96.0,5.5
3024,Obit.,"$304,191",Comedy,93.0,7.2
3025,Four Lions,"$304,137","Fantasy, Horror, Musical",97.0,7.3
3026,In the Land of Blood and Honey,"$303,877",Documentary,127.0,4.4
3027,The Love Punch,"$303,586","Comedy, Drama, Fantasy",94.0,5.7
3028,Elaine Stritch: Shoot Me,"$303,100","Drama, History",81.0,7.5
3029,Holy Rollers,"$302,886","Documentary, Biography, Sport",89.0,5.9
3030,Francofonia,"$302,762",Drama,88.0,6.6
3031,Being Elmo: A Puppeteer's Journey,"$302,652",Drama,80.0,7.6
3032,Linsanity,"$302,645","Biography, Comedy, Crime",89.0,7.4
3033,Happy End,"$301,718",Documentary,97.0,6.0
3035,Stockholm,"$300,000","Mystery, Thriller",90.0,7.0
3037,L'amour fou,"$298,781","Documentary, Biography",98.0,6.8
3038,Christine,"$298,484","Action, Adventure",119.0,6.9
3039,Coincidence,"$298,032","Action, Adventure, Comedy",105.0,7.2
3040,Ask Dr. Ruth,"$297,195","Animation, Adventure, Comedy",100.0,7.6
3041,Junglee,"$295,784","Fantasy, Horror, Mystery",115.0,5.7
3042,Go Goa Gone,"$295,414","Action, Comedy",108.0,6.6
3043,April and the Extraordinary World,"$294,313","Animation, Adventure, Comedy",105.0,7.3
3044,Innocence,"$294,039","Animation, Comedy, Drama",96.0,4.6
3046,Buddies in India,"$293,194",Drama,99.0,3.7
3047,Ernest & Celestine,"$292,562","Action, Drama, Family",80.0,7.9
3048,My Life as a Zucchini,"$292,279","Crime, Drama, Thriller",66.0,7.8
3049,Ixcanul,"$290,880","Animation, Adventure, Comedy",93.0,7.2
3050,The Man in 3B,"$289,575","Animation, Action, Adventure",93.0,5.1
3051,Something from Nothing: The Art of Rap,"$288,312","Comedy, Romance",106.0,7.2
3052,Antarctica: A Year on Ice,"$287,761",Drama,91.0,7.6
3053,Above and Beyond,"$287,697","Action, Adventure",90.0,7.7
3054,Aquarius,"$285,930","Horror, Thriller",146.0,7.5
3055,Golden Job,"$285,795",Comedy,100.0,5.7
3056,The Black Prince,"$285,000","Adventure, Drama, Thriller",118.0,6.8
3057,But Deliver Us from Evil,"$284,900","Documentary, Crime",109.0,2.7
3058,"I Love You, Hater","$283,154",Drama,120.0,7.5
3059,Theeb,"$283,024",Drama,100.0,7.2
3060,The Interrupters,"$282,448","Action, Drama, History",125.0,7.5
3061,Things to Come,"$282,382","Drama, Fantasy, Horror",102.0,7.0
3062,Dancing Arabs,"$281,059","Short, Drama",104.0,7.3
3063,White God,"$280,494",Comedy,121.0,6.9
3064,Blancanieves,"$279,735",Drama,104.0,7.6
3065,I Do... Until I Don't,"$279,263","Comedy, Drama, Fantasy",106.0,4.5
3066,Kahaani 2,"$279,009","Documentary, Drama, Music",127.0,6.6
3067,"Like Father, Like Son","$278,442","Biography, Drama, Thriller",121.0,7.8
3068,The Tempest,"$277,943","Animation, Drama, Family",110.0,5.4
3071,"20,000 Days on Earth","$277,770","Action, Crime, Drama",97.0,7.5
3072,I Want to Eat Your Pancreas,"$277,019",Documentary,108.0,7.7
3073,The Unknown Known,"$276,381","Crime, Drama, Romance",103.0,7.1
3074,Science Fair,"$276,195","Action, Comedy, Romance",90.0,7.7
3075,Kings,"$274,635","Documentary, Crime, History",136.0,5.0
3077,Mike Wallace Is Here,"$274,367",Comedy,,7.6
3078,The Central Park Five,"$273,747",Documentary,119.0,7.7
3079,The Endless,"$272,020","Action, Comedy",111.0,6.5
3080,Wei ai zhi jian ru jia jing,"$271,451",Drama,135.0,4.1
3081,Countdown to Zero,"$271,323","Biography, Drama, Romance",89.0,6.9
3082,Himmatwala,"$270,880","Drama, Mystery, Thriller",150.0,1.7
3083,The Last of Robin Hood,"$269,642","Comedy, Drama",94.0,5.7
3084,Seven Sins Forgiven,"$268,662","Documentary, Comedy, Music",137.0,6.1
3085,After the Storm,"$267,773","Action, Drama, Sport",,8.0
3087,Conan O'Brien Can't Stop,"$267,473",Documentary,89.0,7.0
3088,Munger Road,"$266,190",Action,86.0,4.5
3089,Brothers,"$266,175","Documentary, History",90.0,5.8
3097,The World Before Your Feet,"$265,331","Adventure, Fantasy, Horror",95.0,7.7
3098,Opposite Blood,"$265,000","Action, Adventure, Drama",,6.6
3099,The Black Power Mixtape 1967-1975,"$264,324","Drama, Mystery, Thriller",100.0,7.6
3100,Detective Dee: The Four Heavenly Kings,"$262,963","Action, Comedy, Crime",132.0,6.3
3101,Karthik Calling Karthik,"$262,511","Adventure, Sci-Fi",135.0,7.0
3102,Life of Crime,"$261,695",Drama,98.0,5.8
3103,Rascals,"$261,156",Documentary,128.0,2.9
3104,Star Raiders: The Adventures of Saber Raine,"$260,234",Drama,83.0,3.1
3105,What They Had,"$260,065","Documentary, Biography, History",101.0,6.7
3106,Room 237,"$259,765","Animation, Action, Sci-Fi",102.0,6.2
3107,Wakefield,"$259,412",Drama,106.0,6.3
3108,Phil Ochs: There But for Fortune,"$259,362","Drama, Romance",96.0,7.6
3109,Mobile Suit Gundam Narrative,"$259,224","Documentary, History, Music",88.0,7.2
3110,Great Expectations,"$258,656","Crime, Drama, Thriller",128.0,6.4
3112,Passione,"$258,222","Drama, Music",90.0,7.0
3113,"I, Daniel Blake","$258,168","Drama, Mystery, Thriller",100.0,7.9
3114,Blue Ruin,"$258,113","Documentary, Biography",90.0,7.1
3115,The Music Never Stopped,"$258,077","Comedy, Drama",105.0,7.6
3116,Three,"$258,066",Documentary,87.0,6.7
3120,The Green Prince,"$257,779","Horror, Musical",101.0,7.2
3121,Back to Burgundy,"$257,610","Biography, Drama",113.0,6.9
3122,The King,"$257,372",Documentary,75.0,8.9
3126,Alleluia! The Devil's Carnival,"$257,320","Documentary, Biography",97.0,6.9
3127,Jean-Michel Basquiat: The Radiant Child,"$256,242","Comedy, Drama",88.0,7.8
3128,I Am Eleven,"$256,099","Comedy, Drama",98.0,6.3
3129,Her Smell,"$255,599","Biography, Drama, Horror",134.0,6.2
3130,Boy,"$255,179","Drama, Thriller",87.0,7.5
3134,Lords of Chaos,"$253,184","Crime, Mystery, Thriller",118.0,6.5
3135,Night Moves,"$252,903","Drama, Fantasy, Horror",112.0,6.0
3136,The Fortress,"$252,895",Comedy,140.0,6.8
3137,London Fields,"$252,676","Drama, Thriller",118.0,4.3
3138,Trollhunter,"$252,652",Comedy,103.0,7.0
3139,My 2 Mommies,"$252,220","Documentary, Biography, History",102.0,5.7
3140,Canal Street,"$251,917","Action, History, War",89.0,7.1
3141,Lola Versus,"$251,913","Drama, Thriller",87.0,5.5
3142,Meeting Gorbachev,"$251,627",Drama,90.0,7.1
3143,War of the Arrows,"$251,200",Drama,122.0,7.2
3144,Gook,"$250,130",Drama,94.0,7.1
3145,The Jonas Project,"$250,000","Comedy, Drama, Romance",109.0,5.7
3146,Batti Gul Meter Chalu,"$249,539","Crime, Drama",161.0,6.3
3147,Dean,"$248,849","Drama, Mystery, Romance",94.0,6.2
3148,The Attacks of 26/11,"$248,346","Documentary, Drama",116.0,6.8
3149,Dheepan,"$247,597","Documentary, Biography, Crime",115.0,7.2
3150,Gibsonburg,"$247,500","Drama, Romance",90.0,5.4
3151,Life in a Day,"$247,215",Documentary,95.0,7.7
3152,The Galapagos Affair: Satan Came to Eden,"$247,159","Documentary, Comedy, Drama",120.0,6.8
3153,Keep the Lights On,"$245,138",Action,101.0,6.3
3154,The Waiting Room,"$244,092",Drama,81.0,7.1
3157,"Life, Animated","$244,031","Adventure, Drama, Thriller",92.0,7.5
3158,Veeram,"$243,955",Documentary,161.0,6.6
3160,Mountain,"$243,077","Action, Crime",105.0,6.2
3163,Oasis: Supersonic,"$242,867","Documentary, Biography, Family",122.0,7.9
3164,No Problem,"$242,116",Drama,139.0,4.2
3165,The Swindlers,"$241,916","Comedy, Drama, Mystery",117.0,6.4
3166,My Perestroika,"$241,875",Biography,88.0,7.2
3167,Shamitabh,"$241,720",Drama,155.0,6.8
3168,The Family Fang,"$240,067",Music,105.0,6.1
3169,Spirit of the Game,"$239,565","Biography, Crime, Drama",98.0,5.0
3170,Crown Heights,"$238,558","Comedy, Drama, Music",94.0,6.4
3171,California Typewriter,"$238,000",Documentary,103.0,7.2
3172,Generation Wealth,"$237,709","Adventure, Drama, Romance",105.0,6.4
3173,Band Aid,"$237,535",Drama,91.0,6.6
3174,Gerhard Richter Painting,"$237,491","Drama, Mystery",97.0,7.2
3175,Monsters,"$237,301","Action, Drama, Thriller",94.0,6.4
3177,Skate Kitchen,"$236,799","Drama, Romance",106.0,6.8
3178,American Woman,"$236,637","Comedy, Fantasy, Music",111.0,6.5
3180,Romeo Akbar Walter,"$236,299",Drama,141.0,6.7
3181,Hamari Adhuri Kahani,"$235,361","Drama, Romance",129.0,6.7
3182,Miss Granny,"$234,573","Animation, Action, Adventure",124.0,7.3
3185,Trishna,"$234,432","Drama, Mystery, Thriller",117.0,6.0
3186,Love,"$234,159","Crime, Romance, Thriller",84.0,5.6
3190,Kingsglaive: Final Fantasy XV,"$233,569","Drama, War",110.0,6.8
3191,The Invitation,"$231,703","Documentary, Biography, Music",100.0,6.7
3192,La chambre bleue,"$231,186",Sport,48.0,6.2
3193,Diplomacy,"$230,880",Documentary,84.0,7.1
3194,A Place at the Table,"$230,522",Documentary,84.0,6.9
3195,Gainsbourg: A Heroic Life,"$230,311","Animation, Action, Comedy",135.0,6.9
3196,Jilla,"$230,221","Action, Adventure, Drama",185.0,6.1
3197,El Bulli: Cooking in Progress,"$230,188","Action, Adventure, Biography",108.0,6.3
3198,Slow West,"$229,094","Crime, Drama, Family",84.0,6.9
3199,The Love Witch,"$228,894","Drama, Thriller",120.0,6.2
3200,Drushyam,"$227,856","Drama, Music, Thriller",150.0,8.3
3201,Jeremiah Tower: The Last Magnificent,"$227,122","Documentary, Music",103.0,6.5
3202,Mine 9,"$226,421","Drama, Music",83.0,8.3
3203,American Satan,"$226,233","Comedy, Horror",111.0,5.5
3204,Rumble: The Indians Who Rocked The World,"$226,006","Action, Drama",103.0,7.8
3205,Celeste,"$225,000","Comedy, Drama",105.0,6.6
3206,Tucker and Dale vs Evil,"$223,838",Comedy,89.0,7.6
3207,Singh Saab the Great,"$223,660","Comedy, Drama, Romance",134.0,5.8
3208,Brittany Runs a Marathon,"$223,187","Comedy, Drama, Family",103.0,6.1
3209,Dr. Cabbie,"$223,003","Comedy, Drama, Fantasy",101.0,6.1
3210,Pyaar Ka Punchnama 2,"$222,856",Drama,137.0,7.3
3211,"Mary, Marry Me","$222,854",Drama,105.0,6.9
3212,Swing Kids,"$222,001","Comedy, Drama, Fantasy",133.0,7.5
3213,Like Someone in Love,"$221,390",Documentary,109.0,7.0
3214,Little Pink House,"$220,948",Documentary,98.0,6.5
3215,The Zero Theorem,"$219,438","Action, Thriller",107.0,6.1
3216,Brooklyn Castle,"$219,407",Documentary,101.0,7.3
3217,Raise Hell: The Life & Times of Molly Ivins,"$219,373","Action, Adventure, Comedy",93.0,8.4
3218,The Suspect,"$218,693","Comedy, Drama",98.0,5.7
3220,The Summit,"$218,454","Drama, Mystery, Romance",95.0,6.6
3224,Railroad Tigers,"$218,044","Action, Adventure, Crime",124.0,5.9
3225,Getting Grace,"$217,812","Action, Crime, Drama",112.0,7.3
3226,All I See Is You,"$217,644","Documentary, Crime, Drama",109.0,5.4
3227,The Adventurers,"$216,556","Animation, Biography, Drama",140.0,5.6
3228,"The Gangster, the Cop, the Devil","$216,494","Comedy, Drama, Romance",109.0,6.8
3229,Into the Abyss,"$216,262",Documentary,107.0,7.3
3230,Miss Hokusai,"$216,202","Crime, Drama, Thriller",93.0,6.7
3231,Happythankyoumoreplease,"$215,576","Documentary, Music",100.0,6.8
3232,Art and Craft,"$215,300",Drama,89.0,7.1
3233,The Killer Inside Me,"$214,966","Comedy, Drama",109.0,6.1
3234,Neil Young Journeys,"$214,588","Documentary, Biography, Music",87.0,6.5
3235,Hamlet,"$214,578","Documentary, Family, History",88.0,5.4
3241,Driving While Black,"$212,873","Action, Thriller",94.0,7.7
3242,Supermensch: The Legend of Shep Gordon,"$212,701",Drama,85.0,7.4
3243,Big Sonia,"$212,471","Action, Thriller",93.0,7.5
3244,Naam Hai Akira,"$212,285","Action, Adventure, Drama",137.0,5.9
3245,Chocolate City,"$212,223","Biography, Comedy",91.0,3.9
3246,Thaandavam,"$212,145",Documentary,160.0,6.1
3247,Dark Money,"$210,996","Adventure, Drama",99.0,7.1
3248,Have It All -The Movie,"$210,985",Comedy,90.0,7.8
3249,The House I Live In,"$210,752","Comedy, Romance",108.0,7.9
3250,My Uncle Rafael,"$210,156","Comedy, Drama",102.0,5.8
3251,"Faith, Hope & Love","$209,742","Drama, Musical",106.0,6.4
3252,Truman,"$208,799","Action, Drama, Thriller",108.0,7.3
3253,Ho Mann Jahaan,"$208,611","Action, Crime",170.0,7.2
3254,The Prison,"$207,167","Action, Biography, Drama",125.0,6.6
3255,The Guilty,"$207,140","Comedy, Drama",85.0,7.5
3256,Rob the Mob,"$206,909","Drama, History, Romance",104.0,6.3
3257,Ip Man 2,"$205,675","Drama, Family, Fantasy",108.0,7.6
3258,Prince Avalanche,"$204,951",Drama,94.0,6.4
3259,The Iron Orchard,"$204,881","Comedy, Drama, Romance",112.0,7.6
3260,Under the Electric Sky,"$204,150","Comedy, Crime, Thriller",85.0,6.5
3261,Touchback,"$204,068","Comedy, Romance",118.0,6.5
3262,10 Years,"$203,373",Horror,100.0,6.1
3263,Ghanchakkar,"$203,044",Documentary,137.0,5.7
3264,Keep the Change,"$202,788",Comedy,94.0,6.3
3265,Vettai,"$202,581","Documentary, Comedy, Drama",150.0,6.0
3266,"Filth to Ashes, Flesh to Dust","$202,531",Comedy,90.0,2.4
3267,Jimmy Vestvood: Amerikan Hero,"$201,638","Action, Adventure, Western",84.0,5.3
3268,Heading Home: The Tale of Team Israel,"$201,325","Crime, Drama, Mystery",87.0,8.7
3269,Tim and Eric's Billion Dollar Movie,"$200,803","Comedy, Drama, Mystery",93.0,5.4
3270,Zama,"$200,600","Biography, Drama, Romance",115.0,6.8
3271,Blackthorn,"$200,558","Documentary, Biography",102.0,6.6
3272,Gemini,"$200,340",Drama,93.0,5.4
3274,The Double,"$200,268",Drama,98.0,5.9
3276,Gauguin: Voyage to Tahiti,"$200,140","Documentary, History",102.0,5.9
3277,Cutie and the Boxer,"$200,036","Documentary, War",82.0,7.2
3278,Any Day Now,"$200,002","Crime, Drama",98.0,7.5
3279,Mindanao the Land of Promise,"$200,000","Comedy, Drama, Romance",47.0,8.0
3280,Studio 54,"$199,767",Documentary,98.0,6.9
3281,No Place on Earth,"$199,659",Documentary,83.0,7.0
3282,White Girl,"$198,493","Drama, Mystery",88.0,5.7
3283,A Royal Night Out,"$197,973","Action, Biography, Crime",97.0,6.5
3284,Risk,"$197,621","Action, Biography, History",86.0,6.3
3285,Hesburgh,"$197,560","Action, Family, Fantasy",106.0,7.8
3286,Autumn Lights,"$197,000",Documentary,98.0,7.3
3287,Chasing the Dragon II: Wild Wild Bunch,"$196,634",Documentary,101.0,6.1
